GENE	TREATMENT	SAMPLE	COUNT5PRIME	COUNT3PRIME
HWER_00006	Salt0	Salt0_1	0.71107600	46.32857637
HWER_00006	Salt0	Salt0_2	0.72370378	51.54158818
HWER_00006	Salt10	Salt10_1	31.61665920	33.47514554
HWER_00006	Salt10	Salt10_2	28.78614719	37.07705628
HWER_00006	Salt20	Salt20_1	27.73930875	31.53139766
HWER_00006	Salt20	Salt20_2	27.82158318	44.33364255
HWER_00007	Salt0	Salt0_1	17.82955123	31.64854327
HWER_00007	Salt0	Salt0_2	16.51675013	20.08071182
HWER_00007	Salt10	Salt10_1	41.40127389	55.99604656
HWER_00007	Salt10	Salt10_2	35.00297240	45.95159236
HWER_00007	Salt20	Salt20_1	24.29710388	27.32294597
HWER_00007	Salt20	Salt20_2	27.87761601	22.64179557
HWER_00008	Salt0	Salt0_1	0.37427378	13.76511300
HWER_00008	Salt0	Salt0_2	0.72151920	8.56848786
HWER_00008	Salt10	Salt10_1	14.88852889	30.37582332
HWER_00008	Salt10	Salt10_2	12.33109620	24.38951311
HWER_00008	Salt20	Salt20_1	7.63544402	15.92574499
HWER_00008	Salt20	Salt20_2	8.20949185	18.31861958
HWER_00009	Salt0	Salt0_1	5.76637373	58.59542215
HWER_00009	Salt0	Salt0_2	6.62251656	35.31166271
HWER_00009	Salt10	Salt10_1	49.55469285	65.19753368
HWER_00009	Salt10	Salt10_2	35.47902870	55.38189845
HWER_00009	Salt20	Salt20_1	24.26235471	31.41527877
HWER_00009	Salt20	Salt20_2	26.80542416	40.44465468
HWER_00010	Salt0	Salt0_1	0.42784291	6.58831663
HWER_00010	Salt0	Salt0_2	0.02770812	4.43442054
HWER_00010	Salt10	Salt10_1	4.39639527	5.31347962
HWER_00010	Salt10	Salt10_2	3.57168784	5.28000000
HWER_00010	Salt20	Salt20_1	2.60811423	3.65300603
HWER_00010	Salt20	Salt20_2	2.38743410	4.03138528
HWER_00011	Salt0	Salt0_1	0.84495142	7.95627376
HWER_00011	Salt0	Salt0_2	0.30842779	5.64885496
HWER_00011	Salt10	Salt10_1	1.37147335	5.94827586
HWER_00011	Salt10	Salt10_2	1.09090909	5.52000000
HWER_00011	Salt20	Salt20_1	0.57208238	3.82151030
HWER_00011	Salt20	Salt20_2	0.67640693	4.24851190
HWER_00012	Salt0	Salt0_1	1.77067025	0.00000000
HWER_00012	Salt0	Salt0_2	0.33677593	0.45124657
HWER_00012	Salt10	Salt10_1	0.12677485	0.16986581
HWER_00012	Salt10	Salt10_2	0.16993464	0.02627258
HWER_00012	Salt20	Salt20_1	0.22434603	0.14654327
HWER_00012	Salt20	Salt20_2	0.45226424	0.39584799
HWER_00013	Salt0	Salt0_1	0.64328627	27.58652188
HWER_00013	Salt0	Salt0_2	0.50736837	25.88084267
HWER_00013	Salt10	Salt10_1	0.31253256	0.49187118
HWER_00013	Salt10	Salt10_2	0.20140987	0.49649650
HWER_00013	Salt20	Salt20_1	3.02806142	2.99613114
HWER_00013	Salt20	Salt20_2	4.27995972	5.93450593
HWER_00014	Salt0	Salt0_1	1.48462179	15.19676703
HWER_00014	Salt0	Salt0_2	0.89003328	8.96925889
HWER_00014	Salt10	Salt10_1	16.19418057	17.02656256
HWER_00014	Salt10	Salt10_2	11.98843095	14.94546768
HWER_00014	Salt20	Salt20_1	7.13799967	12.20525051
HWER_00014	Salt20	Salt20_2	8.41855180	14.24250632
HWER_00015	Salt0	Salt0_1	0.61386229	7.00322870
HWER_00015	Salt0	Salt0_2	0.00000000	3.06457904
HWER_00015	Salt10	Salt10_1	3.13668467	6.04077523
HWER_00015	Salt10	Salt10_2	2.43534137	5.32035685
HWER_00015	Salt20	Salt20_1	1.53841912	3.09564772
HWER_00015	Salt20	Salt20_2	1.69965577	3.68584173
HWER_00016	Salt0	Salt0_1	13.13515382	117.16959254
HWER_00016	Salt0	Salt0_2	15.74761117	134.83298143
HWER_00016	Salt10	Salt10_1	96.09356161	123.99119589
HWER_00016	Salt10	Salt10_2	70.65734266	104.18912530
HWER_00016	Salt20	Salt20_1	64.16924037	85.77178376
HWER_00016	Salt20	Salt20_2	69.34731935	109.78132388
HWER_00017	Salt0	Salt0_1	0.31576039	3.24584995
HWER_00017	Salt0	Salt0_2	0.07924140	2.22092188
HWER_00017	Salt10	Salt10_1	0.08948813	2.10260723
HWER_00017	Salt10	Salt10_2	0.18454441	2.30429733
HWER_00017	Salt20	Salt20_1	0.15044381	1.57870817
HWER_00017	Salt20	Salt20_2	0.18536826	2.08437033
HWER_00018	Salt0	Salt0_1	0.00000000	3.05945156
HWER_00018	Salt0	Salt0_2	0.00000000	3.11536323
HWER_00018	Salt10	Salt10_1	0.59945193	1.58426581
HWER_00018	Salt10	Salt10_2	0.35320088	1.56291391
HWER_00018	Salt20	Salt20_1	0.99261976	4.95173292
HWER_00018	Salt20	Salt20_2	1.33534374	5.58774834
HWER_00019	Salt0	Salt0_1	0.94753338	5.28228329
HWER_00019	Salt0	Salt0_2	0.41460381	3.35781235
HWER_00019	Salt10	Salt10_1	17.04858433	9.22086425
HWER_00019	Salt10	Salt10_2	14.01490948	10.61603376
HWER_00019	Salt20	Salt20_1	12.75030889	9.95713003
HWER_00019	Salt20	Salt20_2	11.13456565	9.60669078
HWER_00020	Salt0	Salt0_1	0.19952001	105.64299599
HWER_00020	Salt0	Salt0_2	0.10872426	60.16457420
HWER_00020	Salt10	Salt10_1	23.87168485	32.25973220
HWER_00020	Salt10	Salt10_2	17.09145427	37.76511744
HWER_00020	Salt20	Salt20_1	13.94954697	20.76993540
HWER_00020	Salt20	Salt20_2	10.81602056	29.50756764
HWER_00021	Salt0	Salt0_1	1.27695665	3.92647649
HWER_00021	Salt0	Salt0_2	0.55482217	3.08795888
HWER_00021	Salt10	Salt10_1	3.67297554	10.76503206
HWER_00021	Salt10	Salt10_2	3.38847118	12.48241206
HWER_00021	Salt20	Salt20_1	2.52347115	7.47444315
HWER_00021	Salt20	Salt20_2	2.83446712	9.02578368
HWER_00022	Salt0	Salt0_1	2.02686742	14.43642846
HWER_00022	Salt0	Salt0_2	1.88162585	13.80035941
HWER_00022	Salt10	Salt10_1	11.55759795	10.59807119
HWER_00022	Salt10	Salt10_2	9.61389446	12.26559356
HWER_00022	Salt20	Salt20_1	8.05730454	9.41115802
HWER_00022	Salt20	Salt20_2	7.13927856	10.15018684
HWER_00023	Salt0	Salt0_1	0.14439043	8.61369903
HWER_00023	Salt0	Salt0_2	0.00000000	3.84694234
HWER_00023	Salt10	Salt10_1	5.33336971	5.32494416
HWER_00023	Salt10	Salt10_2	3.68354430	6.44549763
HWER_00023	Salt20	Salt20_1	2.06022072	3.65120508
HWER_00023	Salt20	Salt20_2	1.85540989	4.98852780
HWER_00024	Salt0	Salt0_1	0.36534376	57.59098316
HWER_00024	Salt0	Salt0_2	0.02716579	38.67230098
HWER_00024	Salt10	Salt10_1	6.56522273	12.46921182
HWER_00024	Salt10	Salt10_2	5.76986951	15.52380952
HWER_00024	Salt20	Salt20_1	3.90889028	8.31971232
HWER_00024	Salt20	Salt20_2	4.39544145	12.20238095
HWER_00025	Salt0	Salt0_1	46.45833858	315.83466209
HWER_00025	Salt0	Salt0_2	56.49360497	224.69835016
HWER_00025	Salt10	Salt10_1	97.05412195	87.54171301
HWER_00025	Salt10	Salt10_2	111.98233996	87.75913978
HWER_00025	Salt20	Salt20_1	101.39876036	70.18528087
HWER_00025	Salt20	Salt20_2	116.66272469	93.50998464
HWER_00026	Salt0	Salt0_1	14.72200046	48.73279840
HWER_00026	Salt0	Salt0_2	12.11594360	37.38013094
HWER_00026	Salt10	Salt10_1	34.82022334	121.82476377
HWER_00026	Salt10	Salt10_2	34.52906287	103.44958482
HWER_00026	Salt20	Salt20_1	28.35166983	46.51986612
HWER_00026	Salt20	Salt20_2	32.65865955	59.17429249
HWER_00027	Salt0	Salt0_1	0.08254614	49.34688704
HWER_00027	Salt0	Salt0_2	0.22786829	39.31557356
HWER_00027	Salt10	Salt10_1	9.00669068	26.41332395
HWER_00027	Salt10	Salt10_2	5.48891904	31.85487528
HWER_00027	Salt20	Salt20_1	5.65406792	21.55699809
HWER_00027	Salt20	Salt20_2	4.67629386	28.93181082
HWER_00028	Salt0	Salt0_1	1.72135474	36.60657933
HWER_00028	Salt0	Salt0_2	1.49753483	22.48354297
HWER_00028	Salt10	Salt10_1	91.25442309	35.28549490
HWER_00028	Salt10	Salt10_2	79.73172368	36.88529015
HWER_00028	Salt20	Salt20_1	92.08569495	41.06022846
HWER_00028	Salt20	Salt20_2	89.50728179	58.76470021
HWER_00029	Salt0	Salt0_1	0.00000000	3.24312234
HWER_00029	Salt0	Salt0_2	0.00000000	1.34710373
HWER_00029	Salt10	Salt10_1	0.76970443	1.01419878
HWER_00029	Salt10	Salt10_2	0.52380952	0.81568627
HWER_00029	Salt20	Salt20_1	0.76277651	0.72688114
HWER_00029	Salt20	Salt20_2	0.71747449	1.12044818
HWER_00030	Salt0	Salt0_1	1.31189825	16.36200379
HWER_00030	Salt0	Salt0_2	1.74099371	11.41699864
HWER_00030	Salt10	Salt10_1	10.46077838	6.13250226
HWER_00030	Salt10	Salt10_2	7.59454191	4.82021380
HWER_00030	Salt20	Salt20_1	5.19223306	2.70196343
HWER_00030	Salt20	Salt20_2	6.09161793	4.29508538
HWER_00031	Salt0	Salt0_1	14.21459812	0.71533513
HWER_00031	Salt0	Salt0_2	8.73670741	0.56340518
HWER_00031	Salt10	Salt10_1	13.84044250	1.23509157
HWER_00031	Salt10	Salt10_2	10.05394990	1.19247467
HWER_00031	Salt20	Salt20_1	5.42982236	1.08952303
HWER_00031	Salt20	Salt20_2	5.08360859	1.14998966
HWER_00032	Salt0	Salt0_1	1.28527821	7.85215315
HWER_00032	Salt0	Salt0_2	0.17919220	5.98260252
HWER_00032	Salt10	Salt10_1	5.54476283	4.65116279
HWER_00032	Salt10	Salt10_2	3.33020344	5.48217054
HWER_00032	Salt20	Salt20_1	4.47996906	4.41700814
HWER_00032	Salt20	Salt20_2	2.66879052	4.11129568
HWER_00033	Salt0	Salt0_1	0.38920990	203.80377833
HWER_00033	Salt0	Salt0_2	0.93917173	124.66941155
HWER_00033	Salt10	Salt10_1	20.75414065	38.19915829
HWER_00033	Salt10	Salt10_2	13.80577428	41.38057743
HWER_00033	Salt20	Salt20_1	7.74338276	16.53182940
HWER_00033	Salt20	Salt20_2	8.37785902	22.47375328
HWER_00034	Salt0	Salt0_1	7.77481414	43.66067917
HWER_00034	Salt0	Salt0_2	3.17116707	36.12792840
HWER_00034	Salt10	Salt10_1	17.94904786	18.72770511
HWER_00034	Salt10	Salt10_2	13.22719735	18.31855501
HWER_00034	Salt20	Salt20_1	6.05098079	6.44790387
HWER_00034	Salt20	Salt20_2	7.86247335	9.63963171
HWER_00035	Salt0	Salt0_1	2.81650472	154.25312330
HWER_00035	Salt0	Salt0_2	3.14260238	114.89640131
HWER_00035	Salt10	Salt10_1	44.11042342	26.10837438
HWER_00035	Salt10	Salt10_2	33.59544160	26.66666667
HWER_00035	Salt20	Salt20_1	9.45973257	6.38770840
HWER_00035	Salt20	Salt20_2	11.69278253	9.77891156
HWER_00036	Salt0	Salt0_1	0.22486610	6.37502066
HWER_00036	Salt0	Salt0_2	0.00000000	5.39329572
HWER_00036	Salt10	Salt10_1	0.83426029	0.18740630
HWER_00036	Salt10	Salt10_2	0.63082437	0.72463768
HWER_00036	Salt20	Salt20_1	1.38407027	1.36180480
HWER_00036	Salt20	Salt20_2	1.30408346	1.40722050
HWER_00037	Salt0	Salt0_1	2.29721166	0.48028817
HWER_00037	Salt0	Salt0_2	0.00000000	0.00000000
HWER_00037	Salt10	Salt10_1	2.06537356	0.99818512
HWER_00037	Salt10	Salt10_2	1.38888889	0.89824561
HWER_00037	Salt20	Salt20_1	0.69126621	0.24087679
HWER_00037	Salt20	Salt20_2	0.93005952	0.50125313
HWER_00038	Salt0	Salt0_1	0.49460571	59.57929596
HWER_00038	Salt0	Salt0_2	1.45844970	27.39473036
HWER_00038	Salt10	Salt10_1	19.65937763	13.38292547
HWER_00038	Salt10	Salt10_2	12.28184282	15.12903226
HWER_00038	Salt20	Salt20_1	10.60445387	10.18675722
HWER_00038	Salt20	Salt20_2	9.36411150	13.15284178
HWER_00039	Salt0	Salt0_1	0.37460900	22.19252343
HWER_00039	Salt0	Salt0_2	0.00000000	8.21933338
HWER_00039	Salt10	Salt10_1	3.94937999	6.89228406
HWER_00039	Salt10	Salt10_2	2.50903120	7.59075908
HWER_00039	Salt20	Salt20_1	3.31413241	7.68063076
HWER_00039	Salt20	Salt20_2	3.34271640	9.65051862
HWER_00040	Salt0	Salt0_1	0.18792165	13.18837660
HWER_00040	Salt0	Salt0_2	0.00000000	12.12653556
HWER_00040	Salt10	Salt10_1	7.21467932	6.63678922
HWER_00040	Salt10	Salt10_2	4.43712246	7.95143488
HWER_00040	Salt20	Salt20_1	4.04133319	5.23587979
HWER_00040	Salt20	Salt20_2	3.57927355	6.69150110
HWER_00041	Salt0	Salt0_1	0.00000000	5.14652226
HWER_00041	Salt0	Salt0_2	0.00000000	1.69635284
HWER_00041	Salt10	Salt10_1	0.67212157	1.45129455
HWER_00041	Salt10	Salt10_2	0.41581921	1.04152637
HWER_00041	Salt20	Salt20_1	0.55850754	0.83982464
HWER_00041	Salt20	Salt20_2	0.53470541	0.89185506
HWER_00042	Salt0	Salt0_1	1.05851056	0.34947439
HWER_00042	Salt0	Salt0_2	0.55923720	0.39290525
HWER_00042	Salt10	Salt10_1	0.94732853	2.94751521
HWER_00042	Salt10	Salt10_2	0.93772894	1.66666667
HWER_00042	Salt20	Salt20_1	0.31852206	1.22829452
HWER_00042	Salt20	Salt20_2	0.54508983	1.01759454
HWER_00043	Salt0	Salt0_1	0.09002616	4.40430925
HWER_00043	Salt0	Salt0_2	0.32958387	3.08524173
HWER_00043	Salt10	Salt10_1	6.18936702	2.15517241
HWER_00043	Salt10	Salt10_2	4.59238626	1.94074074
HWER_00043	Salt20	Salt20_1	3.34166226	1.45881007
HWER_00043	Salt20	Salt20_2	3.72438321	1.74231151
HWER_00044	Salt0	Salt0_1	1.18170741	9.91659512
HWER_00044	Salt0	Salt0_2	1.09402466	7.22728392
HWER_00044	Salt10	Salt10_1	10.39757899	6.79922136
HWER_00044	Salt10	Salt10_2	8.27482555	8.21505376
HWER_00044	Salt20	Salt20_1	5.14413528	9.38953274
HWER_00044	Salt20	Salt20_2	4.91718427	12.80721966
HWER_00045	Salt0	Salt0_1	0.25691090	4.16074561
HWER_00045	Salt0	Salt0_2	0.07736744	5.23042126
HWER_00045	Salt10	Salt10_1	0.61160298	3.54115871
HWER_00045	Salt10	Salt10_2	0.51351351	3.47474747
HWER_00045	Salt20	Salt20_1	1.19828066	2.65816055
HWER_00045	Salt20	Salt20_2	1.86011905	4.53944204
HWER_00046	Salt0	Salt0_1	0.00000000	0.32904358
HWER_00046	Salt0	Salt0_2	0.00000000	0.36699941
HWER_00046	Salt10	Salt10_1	35.72612732	47.12367374
HWER_00046	Salt10	Salt10_2	26.30769231	36.02564103
HWER_00046	Salt20	Salt20_1	20.49595142	26.09575779
HWER_00046	Salt20	Salt20_2	19.66002747	30.52026099
HWER_00047	Salt0	Salt0_1	0.07383071	7.45690133
HWER_00047	Salt0	Salt0_2	0.00000000	3.30541762
HWER_00047	Salt10	Salt10_1	3.13023100	1.92500837
HWER_00047	Salt10	Salt10_2	2.58381877	2.55275081
HWER_00047	Salt20	Salt20_1	4.54111217	3.91015530
HWER_00047	Salt20	Salt20_2	4.20711974	4.62320851
HWER_00048	Salt0	Salt0_1	0.32884596	4.72770435
HWER_00048	Salt0	Salt0_2	0.00000000	2.08005170
HWER_00048	Salt10	Salt10_1	0.65237651	3.23846014
HWER_00048	Salt10	Salt10_2	0.59099099	3.93650794
HWER_00048	Salt20	Salt20_1	0.50714330	7.16767765
HWER_00048	Salt20	Salt20_2	0.48262548	8.81834215
HWER_00049	Salt0	Salt0_1	0.62345099	19.58040345
HWER_00049	Salt0	Salt0_2	0.47130451	10.59362916
HWER_00049	Salt10	Salt10_1	11.08125087	2.98106761
HWER_00049	Salt10	Salt10_2	9.42780027	3.62116616
HWER_00049	Salt20	Salt20_1	6.84645957	2.38782211
HWER_00049	Salt20	Salt20_2	6.28373819	3.41855650
HWER_00050	Salt0	Salt0_1	220.30959161	1.64296109
HWER_00050	Salt0	Salt0_2	176.35504168	0.65969277
HWER_00050	Salt10	Salt10_1	225.03967681	1.31261530
HWER_00050	Salt10	Salt10_2	235.93863319	1.67901235
HWER_00050	Salt20	Salt20_1	267.90689658	0.92286540
HWER_00050	Salt20	Salt20_2	325.31380753	1.35949442
HWER_00051	Salt0	Salt0_1	0.27067088	39.76769623
HWER_00051	Salt0	Salt0_2	0.89274162	21.54135731
HWER_00051	Salt10	Salt10_1	15.83869082	15.29286726
HWER_00051	Salt10	Salt10_2	14.40903955	16.38356164
HWER_00051	Salt20	Salt20_1	23.91498274	22.56198865
HWER_00051	Salt20	Salt20_2	20.89386602	28.81400848
HWER_00052	Salt0	Salt0_1	0.30948802	64.36876619
HWER_00052	Salt0	Salt0_2	0.24409728	42.85319172
HWER_00052	Salt10	Salt10_1	21.05052125	25.73713143
HWER_00052	Salt10	Salt10_2	14.45736434	34.68599034
HWER_00052	Salt20	Salt20_1	12.62572508	22.87002952
HWER_00052	Salt20	Salt20_2	11.71442414	30.89630780
HWER_00053	Salt0	Salt0_1	0.29663188	24.27715622
HWER_00053	Salt0	Salt0_2	1.10984787	14.84156187
HWER_00053	Salt10	Salt10_1	11.67767180	31.69188787
HWER_00053	Salt10	Salt10_2	9.29550827	26.52278177
HWER_00053	Salt20	Salt20_1	11.36050116	24.41433581
HWER_00053	Salt20	Salt20_2	10.97602161	30.91812264
HWER_00054	Salt0	Salt0_1	1.71607389	35.02809650
HWER_00054	Salt0	Salt0_2	3.31013984	19.65817740
HWER_00054	Salt10	Salt10_1	13.27433628	26.47238328
HWER_00054	Salt10	Salt10_2	12.69616519	20.74336283
HWER_00054	Salt20	Salt20_1	9.29507300	18.73190093
HWER_00054	Salt20	Salt20_2	9.00758534	22.96670881
HWER_00055	Salt0	Salt0_1	0.38554601	24.88159562
HWER_00055	Salt0	Salt0_2	0.62723536	9.88348734
HWER_00055	Salt10	Salt10_1	11.57463226	8.40895342
HWER_00055	Salt10	Salt10_2	9.80885781	9.50643275
HWER_00055	Salt20	Salt20_1	7.07301851	5.74089686
HWER_00055	Salt20	Salt20_2	7.25316350	8.28111947
HWER_00056	Salt0	Salt0_1	3.76276574	0.43517440
HWER_00056	Salt0	Salt0_2	2.15961779	0.52949742
HWER_00056	Salt10	Salt10_1	27.65389822	3.65756428
HWER_00056	Salt10	Salt10_2	29.71516551	3.55144509
HWER_00056	Salt20	Salt20_1	18.36476924	1.15871483
HWER_00056	Salt20	Salt20_2	22.73039701	1.26961189
HWER_00057	Salt0	Salt0_1	7.31836952	27.21408126
HWER_00057	Salt0	Salt0_2	5.37634409	25.25945621
HWER_00057	Salt10	Salt10_1	8.71338524	9.29872143
HWER_00057	Salt10	Salt10_2	11.35483871	12.01498127
HWER_00057	Salt20	Salt20_1	4.62587043	5.16802509
HWER_00057	Salt20	Salt20_2	5.02432156	5.98582129
HWER_00058	Salt0	Salt0_1	0.35469043	4.72620021
HWER_00058	Salt0	Salt0_2	0.27059360	1.96903760
HWER_00058	Salt10	Salt10_1	6.03126608	3.80277151
HWER_00058	Salt10	Salt10_2	4.17412935	4.47102804
HWER_00058	Salt20	Salt20_1	4.11130845	4.48683676
HWER_00058	Salt20	Salt20_2	4.48094350	4.96217178
HWER_00059	Salt0	Salt0_1	0.20810662	2.86573760
HWER_00059	Salt0	Salt0_2	0.15667569	2.22249179
HWER_00059	Salt10	Salt10_1	2.54590493	5.23503855
HWER_00059	Salt10	Salt10_2	2.43861650	6.39878925
HWER_00059	Salt20	Salt20_1	2.44488570	4.72211472
HWER_00059	Salt20	Salt20_2	2.32122496	5.99291930
HWER_00060	Salt0	Salt0_1	0.49722141	17.16787648
HWER_00060	Salt0	Salt0_2	0.55783911	9.86005089
HWER_00060	Salt10	Salt10_1	2.75198939	4.11442006
HWER_00060	Salt10	Salt10_2	1.98974359	4.11111111
HWER_00060	Salt20	Salt20_1	3.14205246	4.81069274
HWER_00060	Salt20	Salt20_2	2.62133700	6.67388167
HWER_00061	Salt0	Salt0_1	0.32207560	14.27849717
HWER_00061	Salt0	Salt0_2	0.18859452	4.44847773
HWER_00061	Salt10	Salt10_1	2.04868154	2.89365807
HWER_00061	Salt10	Salt10_2	1.72549020	2.84071484
HWER_00061	Salt20	Salt20_1	3.16597119	3.47250004
HWER_00061	Salt20	Salt20_2	2.88515406	4.14169164
HWER_00062	Salt0	Salt0_1	1.23385289	184.01795175
HWER_00062	Salt0	Salt0_2	2.47712451	78.50081342
HWER_00062	Salt10	Salt10_1	17.61246860	28.99943471
HWER_00062	Salt10	Salt10_2	14.29580574	32.78688525
HWER_00062	Salt20	Salt20_1	9.22151333	16.16085831
HWER_00062	Salt20	Salt20_2	9.64798171	23.37041374
HWER_00063	Salt0	Salt0_1	0.48269496	80.78054380
HWER_00063	Salt0	Salt0_2	0.18701440	40.12505189
HWER_00063	Salt10	Salt10_1	10.59826434	14.34230166
HWER_00063	Salt10	Salt10_2	7.79806978	19.59304477
HWER_00063	Salt20	Salt20_1	7.56066112	13.45314258
HWER_00063	Salt20	Salt20_2	7.51007530	18.83489245
HWER_00064	Salt0	Salt0_1	13.75589752	16.22439432
HWER_00064	Salt0	Salt0_2	6.69437672	8.63274849
HWER_00064	Salt10	Salt10_1	16.20328579	15.43599928
HWER_00064	Salt10	Salt10_2	16.55846422	13.65445026
HWER_00064	Salt20	Salt20_1	33.04299903	28.33455138
HWER_00064	Salt20	Salt20_2	45.46871104	42.04063824
HWER_00065	Salt0	Salt0_1	3.57043494	16.35756964
HWER_00065	Salt0	Salt0_2	1.79978899	15.36064808
HWER_00065	Salt10	Salt10_1	1.89234651	13.61717101
HWER_00065	Salt10	Salt10_2	0.94308943	13.91020408
HWER_00065	Salt20	Salt20_1	2.08368216	14.13160230
HWER_00065	Salt20	Salt20_2	2.43176539	16.95821186
HWER_00066	Salt0	Salt0_1	0.60858045	22.51251741
HWER_00066	Salt0	Salt0_2	0.25949873	15.18079834
HWER_00066	Salt10	Salt10_1	5.43372082	8.86455641
HWER_00066	Salt10	Salt10_2	4.33994334	9.81046676
HWER_00066	Salt20	Salt20_1	5.85695672	10.34765131
HWER_00066	Salt20	Salt20_2	4.34624983	12.40149525
HWER_00067	Salt0	Salt0_1	0.70520324	37.09031503
HWER_00067	Salt0	Salt0_2	0.05838308	24.59147244
HWER_00067	Salt10	Salt10_1	10.92833125	16.99554215
HWER_00067	Salt10	Salt10_2	8.05608668	21.77439797
HWER_00067	Salt20	Salt20_1	8.89517001	19.12451819
HWER_00067	Salt20	Salt20_2	7.61973049	22.95514213
HWER_00068	Salt0	Salt0_1	1.08229732	17.76289654
HWER_00068	Salt0	Salt0_2	1.47239615	8.41688504
HWER_00068	Salt10	Salt10_1	59.76365750	50.18013381
HWER_00068	Salt10	Salt10_2	40.70911361	40.44776119
HWER_00068	Salt20	Salt20_1	15.81261410	15.01075856
HWER_00068	Salt20	Salt20_2	20.19796683	23.56520967
HWER_00069	Salt0	Salt0_1	0.00000000	16.02643829
HWER_00069	Salt0	Salt0_2	0.57073554	11.52172362
HWER_00069	Salt10	Salt10_1	28.07766677	33.71737029
HWER_00069	Salt10	Salt10_2	21.59501558	31.67601246
HWER_00069	Salt20	Salt20_1	10.76798050	13.78344276
HWER_00069	Salt20	Salt20_2	16.96706720	27.70360481
HWER_00070	Salt0	Salt0_1	1.70569631	24.28210658
HWER_00070	Salt0	Salt0_2	2.03324534	18.58550758
HWER_00070	Salt10	Salt10_1	18.78826942	61.80841482
HWER_00070	Salt10	Salt10_2	15.65607477	59.02985075
HWER_00070	Salt20	Salt20_1	10.91554567	34.51706001
HWER_00070	Salt20	Salt20_2	11.59879840	45.10927505
HWER_00071	Salt0	Salt0_1	0.63615092	4.52757203
HWER_00071	Salt0	Salt0_2	1.26981797	3.52262866
HWER_00071	Salt10	Salt10_1	15.03647215	1.02983190
HWER_00071	Salt10	Salt10_2	11.96923077	0.89916506
HWER_00071	Salt20	Salt20_1	8.25998944	0.52468442
HWER_00071	Salt20	Salt20_2	8.77403846	1.03793926
HWER_00072	Salt0	Salt0_1	0.10812175	9.27032410
HWER_00072	Salt0	Salt0_2	0.00000000	5.37986187
HWER_00072	Salt10	Salt10_1	6.12845236	14.79885057
HWER_00072	Salt10	Salt10_2	3.50710900	13.66984127
HWER_00072	Salt20	Salt20_1	4.54412355	11.99738477
HWER_00072	Salt20	Salt20_2	5.74080343	18.79960317
HWER_00073	Salt0	Salt0_1	0.94414757	162.19409065
HWER_00073	Salt0	Salt0_2	0.87683103	107.92000933
HWER_00073	Salt10	Salt10_1	53.82106244	57.95913588
HWER_00073	Salt10	Salt10_2	39.26126126	66.81607244
HWER_00073	Salt20	Salt20_1	39.82157214	52.36350639
HWER_00073	Salt20	Salt20_2	31.38573842	72.97982860
HWER_00074	Salt0	Salt0_1	6.78745356	35.46253827
HWER_00074	Salt0	Salt0_2	5.04166758	20.40727050
HWER_00074	Salt10	Salt10_1	1.72907815	3.21114514
HWER_00074	Salt10	Salt10_2	1.64278892	4.01910220
HWER_00074	Salt20	Salt20_1	4.75369313	4.93072722
HWER_00074	Salt20	Salt20_2	4.70732706	7.18890708
HWER_00075	Salt0	Salt0_1	26.23408106	322.03528125
HWER_00075	Salt0	Salt0_2	22.05073502	140.64803591
HWER_00075	Salt10	Salt10_1	55.94037043	33.44679592
HWER_00075	Salt10	Salt10_2	61.19359534	35.63948498
