#GENEID	CHROM	START	END	STRAND	RPKM0	RPKM10	RPKM20	GENEDESC
HWER_08094	unitig_107	10878	13343	+	3694.995	3175.5	1499.48	Similar to TEF1 Elongation factor 1-alpha (Aureobasidium pullulans)
HWER_08102	unitig_107	31293	32162	+	1.70921	2.807445	5.15158	Protein of unknown function
HWER_08106	unitig_107	39237	39890	-	2.1423935E-007	5.0879485E-007	0.000000672	Protein of unknown function
HWER_08112	unitig_107	60102	62588	-	11.62905	24.85615	36.9765	Similar to FBXW11 F-box/WD repeat-containing protein 11 (Homo sapiens)
HWER_08141	unitig_107	150458	152260	+	7.6891E-008	3.7785500714	8.431845	Similar to FRE2 Ferric/cupric reductase transmembrane component 2 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))
HWER_10344	unitig_108	3968	5077	+	3.55646	16.455845	26.2506	Protein of unknown function
HWER_10352	unitig_108	37873	39771	-	29.7261	31.66745	28.19225	Similar to nmt1 Protein NMT1 homolog (Aspergillus parasiticus)
HWER_10358	unitig_108	57378	60612	-	0.326082	3.1601495	5.23963	Similar to FHL1 Pre-rRNA-processing protein FHL1 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))
HWER_10366	unitig_108	86031	86837	+	35.21555	41.3345	43.9837	Protein of unknown function
HWER_06778	unitig_109	22656	24998	+	4.10239	5.21163	6.687135	Protein of unknown function
HWER_06780	unitig_109	27105	28076	-	0	0.2136705	0.3734785	Similar to axhA Alpha-L-arabinofuranosidase axhA (Aspergillus sojae)
HWER_06798	unitig_109	74397	77350	+	3.213295	5.723315	8.865095	Protein of unknown function
HWER_06800	unitig_109	89998	92852	-	1.2111305	1.1981305	1.677485	Similar to xlnC Probable endo-1,4-beta-xylanase C (Aspergillus terreus (strain NIH 2624 / FGSC A1156))
HWER_06810	unitig_109	126041	127543	-	17.2863	25.71345	28.9217	Similar to SPCC126.07c PHD and RING finger domain-containing protein C126.07c (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_06811	unitig_109	128416	129529	-	2676.93	1569.3	1040.9535	Similar to RPL43 60S ribosomal protein L43 (Ashbya gossypii (strain ATCC 10895 / CBS 109.51 / FGSC 9923 / NRRL Y-1056))
HWER_06829	unitig_109	171795	172895	-	0.131399	0.1901845	0.1372845	Similar to rutB Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB (Caulobacter segnis (strain ATCC 21756 / DSM 7131 / JCM 7823 / NBRC 15250 / LMG 17158 / TK0059))
HWER_01785	unitig_11	14033	15904	-	8.468485	9.932075	6.056075	Similar to ttuC Probable tartrate dehydrogenase/decarboxylase TtuC (Agrobacterium vitis)
HWER_01786	unitig_11	17787	22124	+	22.1136	17.9134	17.54875	Similar to NIK1 Histidine protein kinase NIK1 (Candida albicans (strain SC5314 / ATCC MYA-2876))
HWER_01788	unitig_11	23042	29845	-	2.773105	3.45961	3.858885	Similar to cch1 Calcium-channel protein cch1 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_01811	unitig_11	89795	91874	-	20.666	25.9116	27.23955	Similar to cot-1 Serine/threonine-protein kinase cot-1 (Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987))
HWER_01822	unitig_11	118109	120128	+	1.477355	1.340845	1.217845	Similar to Serine/threonine-protein kinase SRPK (Physarum polycephalum)
HWER_01857	unitig_11	203909	207243	-	18.3843	11.6152	4.61922	Similar to lgrD Linear gramicidin synthase subunit D (Brevibacillus parabrevis)
HWER_01860	unitig_11	217895	220180	+	1.226251	15.47897	26.71205	Protein of unknown function
HWER_01862	unitig_11	224522	227538	-	9.336835	8.85313	8.466775	Similar to SCY1 Protein kinase-like protein SCY1 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))
HWER_01879	unitig_11	273695	275603	+	214.382	199.6055	178.7445	Similar to OLA1 Obg-like ATPase 1 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))
HWER_01901	unitig_11	320209	326526	+	40.12715	25.66735	17.33855	Similar to ADH2 Alcohol dehydrogenase 2 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))
HWER_01904	unitig_11	333705	334543	-	42.6605	29.36725	15.72835	Similar to MAGOHB Protein mago nashi homolog 2 (Homo sapiens)
HWER_01905	unitig_11	334633	338437	+	56.10785	54.27595	52.5847	Similar to sec26 Coatomer subunit beta (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_08242	unitig_110	1947	5909	-	3.097255	4.205195	5.30682	Similar to btb2 BTB/POZ domain-containing protein 2 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_08246	unitig_110	14554	16091	-	5.655405	4.441055	3.02817	Similar to NMRAL1 NmrA-like family domain-containing protein 1 (Bos taurus)
HWER_08269	unitig_110	78114	79245	-	0.338214	0.357529	0.2474395	Similar to RSB1 Sphingoid long-chain base transporter RSB1 (Saccharomyces cerevisiae (strain Lalvin EC1118 / Prise de mousse))
HWER_08271	unitig_110	81287	86993	+	1.86125	2.009415	2.06552	Similar to SPAC1399.02 Uncharacterized MFS-type transporter C1399.02 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_08274	unitig_110	89753	91519	-	0.780676	0.587279	0.804257	Similar to sol5 Bifunctional solanapyrone synthase (Alternaria solani)
HWER_08279	unitig_110	103716	105911	-	3.051455	4.696575	6.266425	Similar to YRB30 Ran-specific GTPase-activating protein 30 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))
HWER_08281	unitig_110	111699	115573	-	3.74464	2.552095	1.486375	Similar to 6-hydroxy-D-nicotine oxidase (Arthrobacter oxydans)
HWER_08295	unitig_110	147961	149904	+	4.14939E-008	6.9344500262	11.9779	Similar to creD Probable HECT-type ubiquitin ligase-interacting protein creD (Neosartorya fischeri (strain ATCC 1020 / DSM 3700 / FGSC A1164 / NRRL 181))
HWER_07838	unitig_111	19874	24647	+	0.1856345	0.591367	0.954121	Similar to cpdS Carboxypeptidase cpdS (Aspergillus phoenicis)
HWER_07842	unitig_111	29641	30879	+	9.67264	14.58015	17.92745	Similar to lad L-arabinitol 4-dehydrogenase (Talaromyces emersonii)
HWER_07852	unitig_111	57316	59572	+	1.674085	1.123824	0.812775	Similar to zrt1 Zinc-regulated transporter 1 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_07855	unitig_111	67133	68308	+	0.4934695	0.481521	0.79227	Similar to IPP1 Inorganic pyrophosphatase (Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37))
HWER_07857	unitig_111	70728	72648	+	3.344995	3.6861	4.330025	Similar to elp4 Elongator complex protein 4 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_07864	unitig_111	84529	85540	-	7.387525	5.344935	2.06018	Protein of unknown function
HWER_07870	unitig_111	95382	97190	+	2.098935	3.78729	5.5787	Similar to arb1 Argonaute-binding protein 1 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_07883	unitig_111	131407	133368	+	1.218576E-006	7.0695510313	13.4189	Similar to TMA64 Translation machinery-associated protein 64 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))
HWER_07885	unitig_111	136926	138871	-	39.67145	44.79615	42.97955	Similar to rvb2 RuvB-like helicase 2 (Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139))
HWER_07889	unitig_111	154149	155989	-	0.1018805	0.272377	0.327097	Similar to 6-hydroxy-D-nicotine oxidase (Arthrobacter oxydans)
HWER_09614	unitig_112	24101	26433	-	75.1736	77.25065	71.45605	Similar to ERG4 Delta(24(24(1)))-sterol reductase (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))
HWER_09634	unitig_112	90999	91769	-	5.21062	12.42619	19.7214	Similar to PLP2 Phosducin-like protein 2 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))
HWER_09636	unitig_112	96425	100081	-	51.9859	88.40915	111.5725	Similar to PMT1 Dolichyl-phosphate-mannose--protein mannosyltransferase 1 (Candida albicans (strain SC5314 / ATCC MYA-2876))
HWER_09642	unitig_112	115877	117465	-	45.9054	33.08785	26.1807	Protein of unknown function
HWER_09840	unitig_113	5316	7277	+	0.1693805	0.161424	0.107825	Similar to SPBC1271.10c Uncharacterized MFS-type transporter C1271.10c (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_09850	unitig_113	34270	35400	-	1.6664	1.62019	1.36633	Protein of unknown function
HWER_09860	unitig_113	59334	61047	+	0.5578515	0.3078315	0.1431565	Similar to HOL1 Protein HOL1 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))
HWER_09870	unitig_113	92944	94794	-	0.3795255	0.453166	0.826528	Protein of unknown function
HWER_09874	unitig_113	108149	109927	-	0.1065165	0.03711705	0.0725764	Similar to SPAC869.01 Putative amidase C869.01 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_09875	unitig_113	110958	112394	+	8.06771	7.286795	6.48957	Similar to MSS1 tRNA modification GTPase MSS1, mitochondrial (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))
