#GENEID	CHROM	START	END	STRAND	RPKM0	RPKM10	RPKM20	GENEDESC
HWER_00098	unitig_0	285981	288919	+	4.84767	16.199605	23.74055	Similar to sec14 Sec14 cytosolic factor (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_00102	unitig_0	297916	300693	-	11.8032	9.13995	7.61825	Protein of unknown function
HWER_00113	unitig_0	332351	340011	+	81.7949	48.0468	21.1991	Similar to wA Conidial yellow pigment biosynthesis polyketide synthase (Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139))
HWER_00117	unitig_0	348230	350695	+	9.11608	12.66821	18.25925	Similar to Rint1 RAD50-interacting protein 1 (Mus musculus)
HWER_00126	unitig_0	367879	371551	+	5.54914	3.964345	2.84423	Similar to nahG Salicylate hydroxylase (Pseudomonas putida)
HWER_00140	unitig_0	416706	420919	-	40.40945	65.35745	75.81995	Similar to for Serine hydroxymethyltransferase, cytosolic (Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987))
HWER_00141	unitig_0	421389	426592	-	19.8013	13.70146	8.528755	Similar to SPAC11E3.11c PH and SEC7 domain-containing protein C11E3.11c (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_00143	unitig_0	429665	431083	-	38.89775	22.5177	11.06955	Protein of unknown function
HWER_00145	unitig_0	432656	434966	-	15.828	11.307205	7.12127	Similar to At5g27410 Branched-chain-amino-acid aminotransferase-like protein 2 (Arabidopsis thaliana)
HWER_00146	unitig_0	436475	437014	-	13.7934	18.06435	19.91825	Similar to TMA16 Translation machinery-associated protein 16 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))
HWER_00154	unitig_0	453500	455989	+	7.359935	14.260765	20.35065	Similar to oct1 Mitochondrial intermediate peptidase (Sclerotinia sclerotiorum (strain ATCC 18683 / 1980 / Ss-1))
HWER_00163	unitig_0	478915	481303	+	1.486465	2.09116	2.74888	Similar to FMO1 Dimethylaniline monooxygenase [N-oxide-forming] 1 (Sus scrofa)
HWER_00164	unitig_0	481555	482804	-	3.27494	3.392905	3.693645	Protein of unknown function
HWER_00181	unitig_0	530975	532361	-	3.027165E-006	1.6338356135	3.284235	Similar to YDR282C Uncharacterized protein YDR282C (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))
HWER_00189	unitig_0	551403	553903	+	0.70345	0.5715115	0.337373	Protein of unknown function
HWER_00213	unitig_0	634359	636743	-	1.707565	3.937315	5.45956	Similar to MIMI_L728 Uncharacterized protein L728 (Acanthamoeba polyphaga mimivirus)
HWER_00235	unitig_0	703937	705623	+	124.028	146.6215	158.044	Similar to sec14 Sec14 cytosolic factor (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_00239	unitig_0	719815	724043	-	38.4169	45.3223	52.3195	Similar to GAA1 GPI transamidase component GAA1 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))
HWER_00253	unitig_0	758424	760346	+	2.07852E-007	6.185955E-008	1.76599E-008	Similar to SPBC19G7.04 HMG box-containing protein C19G7.04 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_00270	unitig_1	15096	15731	+	24.2145	50.9651	70.60675	Similar to WBSCR27 Williams-Beuren syndrome chromosomal region 27 protein (Homo sapiens)
HWER_00275	unitig_1	32543	34126	+	6.24474	14.82615	21.4874	Similar to SNOG_03055 WD repeat-containing protein SNOG_03055 (Phaeosphaeria nodorum (strain SN15 / ATCC MYA-4574 / FGSC 10173))
HWER_00286	unitig_1	66848	68317	+	2.99703	4.496275	5.94812	Similar to alg1 Chitobiosyldiphosphodolichol beta-mannosyltransferase (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_00288	unitig_1	74745	76571	-	6.11387	9.859005	13.5841	Similar to NFIA_065860 Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial (Neosartorya fischeri (strain ATCC 1020 / DSM 3700 / FGSC A1164 / NRRL 181))
HWER_00302	unitig_1	118851	119965	+	2587.285	1723.315	1047.72	Similar to RPL27A 60S ribosomal protein L27-A (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))
HWER_00311	unitig_1	143270	144064	+	79.9064	65.78435	48.5312	Similar to mis14 Kinetochore protein mis14 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_00319	unitig_1	169192	173469	-	11.321195	9.485745	12.71115	Protein of unknown function
HWER_00336	unitig_1	219380	222322	+	15.6855	14.0852	13.49485	Similar to pol5 DNA polymerase V (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_00371	unitig_1	332740	334968	-	5.0501	5.73415	6.4264	Similar to YPTS_0944 UPF0255 protein YPTS_0944 (Yersinia pseudotuberculosis serotype IB (strain PB1/+))
HWER_00372	unitig_1	335196	339018	+	911.4155	810.2595	759.934	Similar to RPL19B 60S ribosomal protein L19-2 (Arabidopsis thaliana)
HWER_00376	unitig_1	345525	346613	+	2.781705	11.11858	18.4463	Similar to mft1 THO complex subunit mft1 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_00378	unitig_1	351820	353009	-	4.181875	5.29816	6.54165	Similar to MRM2 Ribosomal RNA methyltransferase MRM2, mitochondrial (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))
HWER_00379	unitig_1	353757	355136	-	16.54855	12.11783	8.27057	Protein of unknown function
HWER_00381	unitig_1	363559	367953	-	1.4086	2.91899	4.51018	Similar to SPBC15C4.05 Uncharacterized helicase C15C4.05 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_00387	unitig_1	392332	396274	-	12.04805	13.26105	14.8737	Similar to mcm4 DNA replication licensing factor mcm4 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_00392	unitig_1	406582	409094	-	0.5544175	4.717321	8.20412	Similar to SPAC32A11.02c Uncharacterized protein C32A11.02c (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_00396	unitig_1	420945	423509	+	1.424736	2.248755	2.24238	Similar to ASG1 Activator of stress genes 1 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))
HWER_00398	unitig_1	426510	427967	+	3.213035	3.801535	4.95079	Similar to P5436 UPF0696 protein C11orf68 homolog (Danio rerio)
HWER_00406	unitig_1	456598	459802	-	92.17995	125.2985	117.0865	Similar to aox1 Alternative oxidase, mitochondrial (Aspergillus niger)
HWER_00421	unitig_1	506011	508466	-	2.087235	1.96175	1.92291	Similar to pyc Pyruvate carboxylase (Bacillus subtilis (strain 168))
HWER_00425	unitig_1	513731	517646	-	1.130275	1.4125	1.30342	Similar to gnt1 Glucose N-acetyltransferase 1 (Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100))
HWER_00434	unitig_1	575062	578637	+	28.9916	39.56395	50.79215	Similar to yngI Putative acyl-CoA synthetase YngI (Bacillus subtilis (strain 168))
HWER_00435	unitig_1	579150	581606	+	9.19719	36.8718	60.38515	Similar to sec18 Vesicular-fusion protein sec18 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_00446	unitig_1	607879	608628	-	24.79305	30.5507	32.23885	Similar to pcp Pyrrolidone-carboxylate peptidase (Thermosipho melanesiensis (strain BI429 / DSM 12029))
HWER_00447	unitig_1	609116	610486	-	0.874886	2.760101	4.285665	Similar to sua5 Threonylcarbamoyl-AMP synthase (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_00455	unitig_1	640822	641647	+	0.6039813	0.9921875	0.7118055	Protein of unknown function
HWER_00469	unitig_1	671516	675422	+	27.10075	22.759	18.49365	Similar to cnd1 Condensin complex subunit 1 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_00471	unitig_1	678878	679948	+	91.62005	54.0209	30.20075	Protein of unknown function
HWER_01542	unitig_10	14627	15783	+	0.6818715	0.8270165	1.710255	Similar to pme1 Pectinesterase (Aspergillus aculeatus)
HWER_01554	unitig_10	56460	57087	-	0.41298315	7.1859285	11.24333	Protein of unknown function
HWER_01559	unitig_10	72072	75926	-	5.86631	6.45533	7.61411	Similar to SPCC550.03c Putative ATP-dependent RNA helicase C550.03c (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_01561	unitig_10	79065	81733	-	1.171588	1.417918	1.948495	Protein of unknown function
HWER_01562	unitig_10	81987	82884	+	44.2471	35.90585	30.42425	Similar to SPAC644.09 UPF0001 protein C644.09 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_01571	unitig_10	103713	106316	+	18.99875	16.6607	14.3976	Protein of unknown function
HWER_01584	unitig_10	144323	145504	-	13.52825	29.62495	42.1018	Similar to etr1 Probable trans-2-enoyl-CoA reductase, mitochondrial (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_01586	unitig_10	150505	152564	-	0.268213	0.545976	0.7803335	Similar to cpnB Cyclopentanone 1,2-monooxygenase (Comamonas testosteroni)
HWER_01603	unitig_10	212981	216325	-	8.167355	10.46927	12.56165	Similar to PAPD7 Non-canonical poly(A) RNA polymerase PAPD7 (Homo sapiens)
HWER_01605	unitig_10	218132	219658	-	13.91397	41.48705	58.7849	Similar to ZEP Zeaxanthin epoxidase, chloroplastic (Oryza sativa subsp. japonica)
HWER_01606	unitig_10	220429	222564	-	26.85735	28.0204	23.7669	Protein of unknown function
HWER_01611	unitig_10	235276	236646	-	29.4066	23.06255	15.71235	Similar to sec11 Signal peptidase complex catalytic subunit sec11 (Pyrenophora tritici-repentis (strain Pt-1C-BFP))
HWER_01620	unitig_10	263155	265694	+	9.533705	5.76568	3.32789	Protein of unknown function
HWER_01630	unitig_10	285343	286308	+	27.8932	19.3224	7.569025	Similar to Hpgd 15-hydroxyprostaglandin dehydrogenase [NAD(+)] (Mus musculus)
HWER_01642	unitig_10	332278	336821	+	13.65795	10.779855	5.646635	Similar to pmd1 Leptomycin B resistance protein pmd1 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_01650	unitig_10	361324	365257	-	86.7615	98.9179	106.25225	Similar to gld2 Glycerol 2-dehydrogenase (NADP(+)) (Hypocrea jecorina)
HWER_01651	unitig_10	365992	367509	+	216.727	198.655	186.243	Similar to SPAC22A12.08c Uncharacterized CDP-alcohol phosphatidyltransferase class-I family protein C22A12.08c (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_01654	unitig_10	371770	374797	-	17.1888	54.74875	75.77625	Similar to rds1 Protein rds1 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_15637	unitig_100	338	2547	+	6.209915	13.723745	20.48075	Protein of unknown function
HWER_15643	unitig_100	17101	17688	-	4.714935	19.98104	28.62335	Similar to SPAC24H6.02c Uncharacterized protein C24H6.02c (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_08400	unitig_101	10365	11044	-	1.410545	2.155845	2.20932	Protein of unknown function
HWER_08408	unitig_101	29670	32090	+	26.50755	25.2872	24.5751	Similar to SPBC947.06c Uncharacterized MFS-type transporter C947.06c (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_08410	unitig_101	32985	35891	-	2.478935	3.60067	4.242655	Similar to RAD54B DNA repair and recombination protein RAD54B (Homo sapiens)
HWER_08412	unitig_101	38492	39280	-	13.32525	13.10415	15.0415	Similar to znf511 Zinc finger protein 511 (Danio rerio)
HWER_08423	unitig_101	74826	75992	-	0.7454485	0.5302535	0.1144935	Similar to fgaOx3 Chanoclavine-I aldehyde reductase (Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100))
HWER_08435	unitig_101	100360	101387	-	1.2353085	2.38787	3.26141	Similar to At1g75040 Pathogenesis-related protein 5 (Arabidopsis thaliana)
HWER_08436	unitig_101	102689	104317	+	6.98988	9.216655	11.2341	Similar to PTRG_10574 Probable Xaa-Pro aminopeptidase PTRG_10574 (Pyrenophora tritici-repentis (strain Pt-1C-BFP))
HWER_08439	unitig_101	108427	109957	-	5.25002	5.7018	5.295535	Similar to aiiA N-acyl homoserine lactonase (Bacillus sp.)
HWER_08449	unitig_101	140898	143852	+	10.042845	7.83305	6.09963	Similar to dbp6 ATP-dependent RNA helicase dbp6 (Aspergillus niger (strain CBS 513.88 / FGSC A1513))
HWER_09882	unitig_102	11123	17564	-	15.1467	10.231705	6.33064	Similar to SEC Probable UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase SEC (Arabidopsis thaliana)
HWER_09890	unitig_102	38276	42513	+	23.7758	22.70375	23.94085	Similar to Os01g0256900 Probable U6 snRNA-associated Sm-like protein LSm4 (Oryza sativa subsp. japonica)
HWER_09893	unitig_102	53050	53951	-	541.0635	704.367	725.387	Similar to ANB1 Eukaryotic translation initiation factor 5A (Candida albicans (strain SC5314 / ATCC MYA-2876))
HWER_11130	unitig_103	7262	8312	+	1.56149	15.808595	31.4433	Protein of unknown function
HWER_11136	unitig_103	25398	28359	-	1.45623	2.58268	3.14747	Similar to CPO Chloroperoxidase (Caldariomyces fumago)
HWER_11163	unitig_103	95655	97223	-	1.684565	10.124875	22.7677	Similar to SPCC1739.08c Uncharacterized oxidoreductase C1739.08c (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_06399	unitig_104	64050	64844	-	8.154685	9.972585	11.6083	Protein of unknown function
HWER_06405	unitig_104	82265	84310	-	1.84253	4.904575	7.34872	Protein of unknown function
HWER_06425	unitig_104	137150	138594	-	12.9303	12.3385	10.1956	Similar to v1g238856 Quinone oxidoreductase-like protein 2 homolog (Nematostella vectensis)
HWER_06428	unitig_104	143419	148134	-	7.368775	9.69869	11.5405	Similar to lad1 L-arabinitol 4-dehydrogenase (Hypocrea jecorina)
HWER_06441	unitig_104	173310	174176	-	0.983196	6.810291	12.6685	Similar to OBFC1 CST complex subunit STN1 (Bos taurus)
HWER_06445	unitig_104	178842	179375	+	2.0319165E-006	2.2764925E-006	6.19136E-007	Similar to RIB2 Bifunctional protein RIB2 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))
HWER_08856	unitig_105	6748	6828	-	0	0	0	Protein of unknown function
HWER_08857	unitig_105	7751	8539	+	10.24404	10.5284	10.5139	Similar to RIB7 2,5-diamino-6-ribosylamino-4(3H)-pyrimidinone 5'-phosphate reductase (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))
HWER_08859	unitig_105	14190	16475	-	0.403659	0.454045	0.5310955	Protein of unknown function
HWER_08863	unitig_105	24034	26882	+	1.051529	3.82583	5.55808	Similar to asnB Asparagine synthetase [glutamine-hydrolyzing] 1 (Bacillus subtilis (strain 168))
HWER_08867	unitig_105	42513	44739	-	13.186	12.43815	11.6936	Similar to znf207 BUB3-interacting and GLEBS motif-containing protein ZNF207 (Xenopus laevis)
HWER_08877	unitig_105	77120	79219	-	3.36192	2.882465	2.178835	Protein of unknown function
HWER_08878	unitig_105	81493	89211	-	70.7453	90.93045	98.28745	Protein of unknown function
HWER_08880	unitig_105	92315	94380	-	14.98205	11.454215	9.034765	Similar to FMP42 Protein FMP42 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))
HWER_08886	unitig_105	125076	126819	-	0.5343335	2.065669	3.59266	Protein of unknown function
HWER_10070	unitig_106	245	2231	+	12.01763	12.5725	10.7495	Similar to aldA Aldehyde dehydrogenase (Aspergillus niger)
HWER_10072	unitig_106	4608	6299	+	0	0.054308	0.10185875	Similar to Aldh6a1 Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial (Mus musculus)
HWER_10073	unitig_106	6718	8086	+	0.32849955	0.616668	0.6989915	Similar to YLL056C Uncharacterized protein YLL056C (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))
HWER_10076	unitig_106	10789	14334	-	4.79969	4.517475	5.20924	Protein of unknown function
HWER_10085	unitig_106	34334	36145	+	3.24168	2.912645	2.973525	Similar to dim-5 Histone-lysine N-methyltransferase, H3 lysine-9 specific dim-5 (Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987))
HWER_10094	unitig_106	58648	61071	-	1.789675	2.27866	2.42161	Protein of unknown function
HWER_10099	unitig_106	74054	76300	+	45.4772	39.45305	33.6767	Similar to SPBC29A3.09c Uncharacterized ABC transporter ATP-binding protein C29A3.09c (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_10100	unitig_106	78063	82155	-	22.76385	15.85075	11.39915	Similar to rsc7 Chromatin structure-remodeling complex subunit rsc7 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_08098	unitig_107	19875	21122	-	7.12433	6.467395	6.994295	Similar to DBP8 ATP-dependent RNA helicase DBP8 (Gibberella zeae (strain PH-1 / ATCC MYA-4620 / FGSC 9075 / NRRL 31084))
HWER_08103	unitig_107	32607	33320	+	19.1672	18.05635	16.95905	Protein of unknown function
HWER_08111	unitig_107	57066	59279	+	0.714179	0.903543	1.2238	Similar to SPAC2C4.08 Uncharacterized nucleolar protein C2C4.08 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_08113	unitig_107	63654	65851	+	21.6683	13.8266	11.92815	Protein of unknown function
HWER_08118	unitig_107	80159	83049	-	13.7124	13.60425	12.5304	Protein of unknown function
HWER_08135	unitig_107	134058	138766	-	23.30885	27.53325	31.61605	Protein of unknown function
HWER_10345	unitig_108	6518	11532	+	2.816675	3.641175	4.979125	Similar to BUD2 Inhibitory regulator protein BUD2/CLA2 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))
HWER_10356	unitig_108	45781	49015	-	40.83495	42.42535	42.7312	Similar to dug1 Cys-Gly metallodipeptidase dug1 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_10361	unitig_108	69426	72809	-	1.64871	1.11556	0.681848	Similar to Klf4 Krueppel-like factor 4 (Mus musculus)
HWER_10376	unitig_108	109054	111138	+	10.957475	13.14495	13.936	Protein of unknown function
HWER_06774	unitig_109	11189	11998	+	6.678115	14.127285	21.3941	Similar to Ebpl Emopamil-binding protein-like (Mus musculus)
HWER_06797	unitig_109	69953	72320	+	13.03815	8.908955	4.41065	Similar to tmem184A Transmembrane protein 184 homolog DDB_G0284525 (Dictyostelium discoideum)
HWER_06799	unitig_109	85063	87564	+	2.252045	2.128285	1.99209	Similar to nrd1 Negative regulator of differentiation 1 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_06801	unitig_109	93347	96322	-	52.79205	37.1416	26.20895	Similar to WSC4 Cell wall integrity and stress response component 4 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))
HWER_06817	unitig_109	142485	144522	+	2.232805	2.266195	2.353065	Similar to SPBC1683.12 Uncharacterized transporter C1683.12 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_06823	unitig_109	155052	158054	+	1.980365	1.793175	1.791665	Similar to hapE 4-hydroxyacetophenone monooxygenase (Pseudomonas fluorescens)
HWER_01784	unitig_11	12810	13828	-	4.416145	68.09901	109.6014	Protein of unknown function
HWER_01790	unitig_11	33397	35487	+	30.768	20.97065	12.5473	Similar to puf6 Pumilio homology domain family member 6 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_01792	unitig_11	37049	40777	-	50.2672	30.0404	10.9133	Similar to CAN1 Arginine permease (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))
HWER_01804	unitig_11	75664	77514	+	3.625345	4.87804	3.90885	Similar to hmgA Homogentisate 1,2-dioxygenase (Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139))
HWER_01805	unitig_11	77416	79005	-	2.48166	3.048015	2.462975	Similar to Os06g0560000 Solute carrier family 40 member 1 (Oryza sativa subsp. japonica)
HWER_01819	unitig_11	113088	113966	-	0.00000021	0.6168201293	0.9100815	Similar to SPBC18H10.07 Uncharacterized protein C18H10.07 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_01825	unitig_11	124472	125906	+	41.69025	29.9166	19.90555	Similar to ccdc25 Coiled-coil domain-containing protein 25 (Danio rerio)
HWER_01845	unitig_11	171885	173100	+	2.300215	2.0343	1.06856	Similar to SPAC11D3.09 Putative agmatinase 1 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_01846	unitig_11	171897	173848	-	4.376755	33.26011	51.4543	Protein of unknown function
HWER_01856	unitig_11	198100	210030	+	2.144725	4.189725	6.14672	Similar to YOR378W Drug resistance protein YOR378W (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))
HWER_01873	unitig_11	253787	255106	-	0.203393	2.3129555	4.13078	Similar to swi10 Mating-type switching protein swi10 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_01882	unitig_11	282099	283478	+	59.34225	106.29395	129.1545	Protein of unknown function
HWER_01887	unitig_11	292167	292892	-	14.14492	24.0354	27.3047	Similar to SF3A2 Splicing factor 3A subunit 2 (Homo sapiens)
HWER_01888	unitig_11	293083	295096	+	6.916785	6.01387	6.18752	Similar to TBCE Tubulin-specific chaperone E (Homo sapiens)
HWER_08243	unitig_110	6826	8466	+	13.86745	25.3276	33.1735	Similar to etp1 Electron transfer protein 1, mitochondrial (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_08260	unitig_110	56716	58506	+	1.169008	1.536515	1.496065	Protein of unknown function
HWER_08266	unitig_110	67427	73306	+	13.78395	14.1515	14.9218	Protein of unknown function
HWER_08268	unitig_110	74923	75687	+	16.75605	9.88841	4.848515	Similar to rhlG Rhamnolipids biosynthesis 3-oxoacyl-[acyl-carrier-protein] reductase (Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228))
HWER_08277	unitig_110	99766	101512	+	68.96295	36.003	16.96145	Similar to SPAC5H10.03 Probable phosphatase SPAC5H10.03 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_08283	unitig_110	117356	119889	+	0.4877705	0.3127995	0.4294295	Protein of unknown function
HWER_08286	unitig_110	125495	126640	+	2.969735	3.95537	4.696415	Similar to SPAC4F10.03c Putative tRNA (cytidine(32)/guanosine(34)-2'-O)-methyltransferase (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_08288	unitig_110	130055	131869	-	110.9174	84.17145	40.1153	Similar to nicC 6-hydroxynicotinate 3-monooxygenase (Pseudomonas putida (strain KT2440))
HWER_08289	unitig_110	133409	135896	+	1.6032145	0.782566	0.829243	Similar to ordA O-methylsterigmatocystin oxidoreductase (Aspergillus flavus (strain ATCC 200026 / FGSC A1120 / NRRL 3357 / JCM 12722 / SRRC 167))
HWER_07836	unitig_111	12741	15030	+	5.35499	4.68921	4.079885	Similar to melC2 Tyrosinase (Streptomyces antibioticus)
HWER_07840	unitig_111	25575	26540	-	22.6811	16.67335	10.995	Similar to nhm1 m7GpppX diphosphatase (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_07843	unitig_111	31224	32040	+	5.00867	4.827735	3.51793	Protein of unknown function
HWER_07844	unitig_111	33394	34515	-	11.8179	9.85659	9.20344	Similar to BUB3.2 Mitotic checkpoint protein BUB3.2 (Arabidopsis thaliana)
HWER_07850	unitig_111	50721	54276	-	54.7812	35.3351	21.5906	Similar to SPBC887.17 Putative xanthine/uracil permease C887.17 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_07853	unitig_111	59430	61238	-	132.2685	79.223	34.46885	Similar to kei1 Inositol phoshorylceramide synthase regulatory subunit kei1 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_07860	unitig_111	75782	77155	+	40.2626	20.87015	9.92384	Similar to SPAC22F8.09 Uncharacterized protein C22F8.09 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_07871	unitig_111	97524	99725	-	8.37465	14.0784	16.39365	Similar to exo84 Exocyst complex component exo84 (Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100))
HWER_07879	unitig_111	119104	123804	-	1.927785	1.727195	1.869655	Similar to lamA Putative urea carboxylase (Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139))
HWER_07882	unitig_111	130639	133597	-	12.14385	8.44664	4.79003	Protein of unknown function
HWER_07888	unitig_111	147464	153437	+	3.241805	3.819115	4.48585	Protein of unknown function
HWER_09607	unitig_112	6660	8180	+	2.023325	2.79273	2.59515	Similar to mug152 Meiotically up-regulated gene 152 protein (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_09608	unitig_112	8480	9316	+	4.465405	2.951785	3.280925	Protein of unknown function
HWER_09610	unitig_112	12696	13727	+	6.71255	11.368135	16.6074	Protein of unknown function
HWER_09611	unitig_112	17963	21229	+	0.971503	0.958983	1.33182	Similar to HGT1 High-affinity glucose transporter (Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37))
HWER_09612	unitig_112	19794	20828	-	0.3411495169	0.9375695	0.945966	Similar to BA_0901 Uncharacterized protein BA_0901/GBAA_0901/BAS0853 (Bacillus anthracis)
HWER_09625	unitig_112	54057	55621	-	45.6971	33.71255	15.47415	Similar to FCR3 Fluconazole resistance protein 3 (Candida albicans)
HWER_09626	unitig_112	56901	59617	-	11.755	10.49965	10.43015	Similar to C9orf114 Uncharacterized protein C9orf114 (Homo sapiens)
HWER_09628	unitig_112	63116	64405	+	49.1471	48.95945	39.4958	Similar to YDL086W Putative carboxymethylenebutenolidase (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))
