#GENEID	CHROM	START	END	STRAND	RPKM0	RPKM10	RPKM20	GENEDESC
HWER_00175	unitig_0	514553	515412	+	4.543875E-008	1.6310725E-007	1.821488E-007	Similar to SNIP1 Smad nuclear-interacting protein 1 (Homo sapiens)
HWER_00176	unitig_0	519484	523667	-	20.00985	16.04725	12.85695	Similar to spt7 Transcriptional activator spt7 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_00184	unitig_0	541142	541902	+	0.593745	2.78233	3.813375	Protein of unknown function
HWER_00187	unitig_0	546200	547792	-	4.09276	7.97986	10.641785	Similar to sst2 AMSH-like protease sst2 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_00194	unitig_0	570195	574037	-	3.006085	5.15478	7.232575	Similar to MSN5 Protein MSN5 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))
HWER_00198	unitig_0	586395	593574	+	15.4385	10.18896	7.271605	Similar to utp22 U3 small nucleolar RNA-associated protein 22 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_00199	unitig_0	591698	593689	-	0.000000004	0.1059445017	0.14747025	Similar to Ecd Protein SGT1 homolog (Mus musculus)
HWER_00204	unitig_0	607834	609417	-	6.08468	4.540545	4.975005	Protein of unknown function
HWER_00211	unitig_0	626148	628863	+	0	0.069356	0.126806	Similar to ANKRD44 Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B (Homo sapiens)
HWER_00214	unitig_0	640411	648370	+	12.5245	16.868	20.0552	Similar to PHO84 Inorganic phosphate transporter PHO84 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))
HWER_00216	unitig_0	650021	653601	-	1.54529	2.781905	3.66561	Similar to PHO2 Acid phosphatase (Yarrowia lipolytica (strain CLIB 122 / E 150))
HWER_00219	unitig_0	659326	663144	+	5.1623	9.212575	12.3911	Similar to pom152 Nucleoporin pom152 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_00223	unitig_0	676013	679057	-	8.669175	11.6024	13.2551	Similar to SRO77 Lethal(2) giant larvae protein homolog SRO77 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))
HWER_00226	unitig_0	683131	685543	+	2.64291	14.002695	28.30765	Similar to pho-4 Phosphate-repressible phosphate permease (Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987))
HWER_00243	unitig_0	727945	731179	+	7.373035	7.78384	7.144155	Protein of unknown function
HWER_00246	unitig_0	739730	742590	-	0.04947875	1.17259835	2.128865	Similar to COG3 Conserved oligomeric Golgi complex subunit 3 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))
HWER_00262	unitig_0	779646	781144	+	0.8817915	0.587916	0.6232685	Protein of unknown function
HWER_00266	unitig_0	785859	787045	+	8.13423	4.51109	2.51869	Similar to pelL Pectate lyase L (Dickeya dadantii (strain 3937))
HWER_00271	unitig_1	16448	18053	+	0.9891675	0.6477155	0.626901	Similar to pgxB Probable exopolygalacturonase B (Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139))
HWER_00282	unitig_1	51915	54673	-	31.44975	52.021	71.4783	Protein of unknown function
HWER_00289	unitig_1	77016	78428	+	2.452425	13.217555	21.9081	Similar to HFI1 Transcriptional coactivator HFI1/ADA1 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))
HWER_00291	unitig_1	83508	84950	+	59.21835	28.70324	10.57779	Similar to asl1 Alkali-sensitive linkage protein 1 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_00294	unitig_1	90511	93149	-	41.0778	56.5154	75.80565	Similar to TOXD Protein TOXD (Cochliobolus carbonum)
HWER_00298	unitig_1	101958	103057	-	1.598685	4.48557	6.704565	Protein of unknown function
HWER_00301	unitig_1	109188	111292	+	0.000000002	0.0949510009	0.2754885	Similar to PA3568 Uncharacterized protein PA3568 (Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228))
HWER_00316	unitig_1	161988	164161	-	2.6715515E-006	3.8071072835	9.105305	Similar to FLC3 Putative flavin carrier protein 3 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))
HWER_00322	unitig_1	174550	175449	+	0.000000124	2.6530050949	5.281205	Similar to AFUA_1G10640 GPN-loop GTPase 3 homolog AFUA_1G10640 (Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100))
HWER_00325	unitig_1	182493	185639	-	13.11765	11.038065	9.37055	Similar to amdR Acetamidase regulatory protein (Aspergillus oryzae (strain ATCC 42149 / RIB 40))
HWER_00333	unitig_1	211079	212203	+	413.348	339.2585	265.2085	Similar to ISU1 Iron sulfur cluster assembly protein 1, mitochondrial (Yarrowia lipolytica (strain CLIB 122 / E 150))
HWER_00351	unitig_1	270632	272592	-	108.3644	118.921	95.01115	Similar to thiA Thiamine thiazole synthase (Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100))
HWER_00360	unitig_1	291421	292485	+	0.902897	2.1690345	2.74754	Similar to stcU Versicolorin reductase (Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139))
HWER_00365	unitig_1	305627	309857	+	0.2463965	0.3144365	0.426796	Similar to apsA Anucleate primary sterigmata protein A (Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139))
HWER_00368	unitig_1	322514	325095	+	3.18886	3.00392	3.187215	Similar to HGT1 High-affinity glucose transporter (Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37))
HWER_00389	unitig_1	397482	398288	-	6.05126E-010	2.0633992075E-006	2.347225E-006	Similar to pof4 Elongin-A (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_00399	unitig_1	428580	430172	+	31.5388	47.44545	45.61595	Similar to DAL1 Allantoinase (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))
HWER_00405	unitig_1	453281	455632	-	0.2727075	0.45466	0.566201	Similar to Klhdc4 Kelch domain-containing protein 4 (Mus musculus)
HWER_00410	unitig_1	467909	470236	+	6.66579	7.194885	8.015835	Protein of unknown function
HWER_00412	unitig_1	475345	476919	+	1.439645	0.853741	0.317405	Similar to SPAC11D3.18c Uncharacterized transporter C11D3.18C (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_00429	unitig_1	538176	539814	-	3.99198	1.0373735	0.7416085	Protein of unknown function
HWER_00433	unitig_1	571935	573464	-	3.446805	12.320215	19.53255	Similar to MCH5 Riboflavin transporter MCH5 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))
HWER_00476	unitig_1	685957	687582	+	54.61915	46.28055	28.8273	Similar to APP1 Phosphatidate phosphatase APP1 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))
HWER_01546	unitig_10	20596	21933	-	0	0.04808855	0.0909246	Similar to abnA Probable arabinan endo-1,5-alpha-L-arabinosidase A (Aspergillus niger (strain CBS 513.88 / FGSC A1513))
HWER_01557	unitig_10	63474	67525	+	42.55715	37.82005	33.17845	Similar to SPCC550.11 Probable importin c550.11 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_01563	unitig_10	83051	83685	-	0.4845975	0.8439205	0.852556	Protein of unknown function
HWER_01565	unitig_10	86866	88923	+	2.71422	14.525525	24.6932	Similar to vps902 Vacuolar protein sorting-associated protein 9b (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_01569	unitig_10	96183	96848	-	5.498025	3.31854	2.166185	Protein of unknown function
HWER_01572	unitig_10	107243	108705	-	1.346806	5.093655	8.150415	Similar to SPAC227.19c Uncharacterized protein C227.19c (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_01576	unitig_10	114184	115535	-	35.78025	34.3913	34.10155	Similar to SPBC2A9.07c PARP-type zinc finger-containing protein C2A9.07c (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_01590	unitig_10	163351	165831	-	5.07102	5.034345	4.567515	Similar to brf1 Transcription factor IIIB 60 kDa subunit (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_01592	unitig_10	170508	170543	-	0	0	0	Protein of unknown function
HWER_01596	unitig_10	181613	188834	+	131.9625	79.016	37.3635	Similar to FAS1 Fatty acid synthase subunit beta (Yarrowia lipolytica (strain CLIB 122 / E 150))
HWER_01608	unitig_10	226402	227297	-	0.145463	0.210123	0.146788	Similar to xecD 2-(R)-hydroxypropyl-CoM dehydrogenase (Xanthobacter autotrophicus (strain ATCC BAA-1158 / Py2))
HWER_01619	unitig_10	259989	260945	-	8.457185	11.187135	16.62995	Similar to RYL2 Ras-like GTP-binding protein RYL2 (Yarrowia lipolytica (strain CLIB 122 / E 150))
HWER_01621	unitig_10	266475	268949	+	19.422	12.15561	7.32372	Similar to YCR023C Uncharacterized membrane protein YCR023C (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))
HWER_01623	unitig_10	269453	270689	+	5.880225	7.813585	6.89578	Similar to phf1 SWM histone demethylase complex subunit phf1 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_15644	unitig_100	17445	21596	+	5.616765	8.19066	10.474005	Similar to cul3 Cullin-3 (Xenopus tropicalis)
HWER_08397	unitig_101	40	1800	-	4.957795	23.617485	39.04925	Similar to sec63 Translocation protein sec63 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_08403	unitig_101	15435	17425	-	1.9043	1.69622	1.25506	Protein of unknown function
HWER_08418	unitig_101	58375	61699	-	52.54445	30.93805	16.4206	Similar to rsd1 RNA-binding protein rsd1 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_08425	unitig_101	78251	79576	+	33.67115	26.49635	15.3709	Similar to gatA2 Glutamyl-tRNA(Gln) amidotransferase subunit A 2 (Clostridium acetobutylicum (strain ATCC 824 / DSM 792 / JCM 1419 / LMG 5710 / VKM B-1787))
HWER_08426	unitig_101	79857	82007	-	0.1871405	0.239159	0.286113	Similar to TP Trehalose phosphorylase (Pleurotus pulmonarius)
HWER_08429	unitig_101	86676	88341	-	1.149802	0.7341255	0.8644485	Similar to FUR4 Uracil permease (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))
HWER_08432	unitig_101	92407	93051	+	7.01945E-008	2.5872100622	3.354075	Protein of unknown function
HWER_09887	unitig_102	30978	33784	+	0.81024	1.073985	1.113745	Similar to ydaB Putative acyl--CoA ligase YdaB (Bacillus subtilis (strain 168))
HWER_09889	unitig_102	35520	38335	-	124.01795	88.0043	85.4804	Protein of unknown function
HWER_09904	unitig_102	85289	88651	+	0.3009015	0.582931	0.811327	Similar to niiA Nitrite reductase [NAD(P)H] (Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139))
HWER_09914	unitig_102	115057	116128	+	3.932915	45.365925	75.1651	Similar to hsp88 Heat shock protein hsp88 (Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987))
HWER_11128	unitig_103	1894	3234	-	4.35469	42.736655	82.21115	Protein of unknown function
HWER_11148	unitig_103	59820	61458	+	25.19835	11.78314	4.66977	Protein of unknown function
HWER_11152	unitig_103	68834	69805	-	21.48825	13.55519	8.171185	Similar to FAU1 5-formyltetrahydrofolate cyclo-ligase (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))
HWER_11160	unitig_103	85786	89110	+	0.294101	14.209064	22.2053	Similar to zas1 Zinc finger protein zas1 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_06383	unitig_104	16290	18141	-	4.20945	3.51157	3.91761	Similar to ARDH D-arabinitol 2-dehydrogenase [ribulose-forming] (Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545))
HWER_06385	unitig_104	22401	32566	+	4.459915	7.40021	9.94195	Similar to NIK1 Histidine protein kinase NIK1 (Candida albicans (strain SC5314 / ATCC MYA-2876))
HWER_06389	unitig_104	39819	40418	+	0.6876705	1.3778765	1.55014	Protein of unknown function
HWER_06404	unitig_104	79542	81287	+	0.77218	1.2757535	1.87212	Protein of unknown function
HWER_06412	unitig_104	100337	101614	+	9.27719	6.387835	3.09894	Similar to erg-4 Sterol 24-C-methyltransferase erg-4 (Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987))
HWER_06417	unitig_104	118306	121937	-	3.06675	3.275815	4.06657	Similar to fcyB Purine-cytosine permease fcyB (Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139))
HWER_06422	unitig_104	128624	129663	+	0.86924	0.8508115	0.933236	Similar to VIT1.1 Vacuolar iron transporter 1.1 (Oryza sativa subsp. japonica)
HWER_06423	unitig_104	130252	134479	+	0.7916515	1.2692415	2.143245	Protein of unknown function
HWER_06426	unitig_104	139020	140357	+	7.894485	42.534065	67.71795	Similar to DSK2 Ubiquitin domain-containing protein DSK2 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))
HWER_06431	unitig_104	150821	153899	-	14.86795	10.46953	7.086405	Protein of unknown function
HWER_08853	unitig_105	1222	3648	+	8.843745	13.654855	16.7383	Similar to ANKRD17 Ankyrin repeat domain-containing protein 17 (Homo sapiens)
HWER_08854	unitig_105	3764	5481	-	8.105315	5.02947	4.52864	Similar to AN11015 Putative glutathione-dependent formaldehyde-activating enzyme (Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139))
HWER_08860	unitig_105	16964	19234	-	1.919735	1.331259	0.9435705	Protein of unknown function
HWER_08868	unitig_105	45850	48747	+	5.56156	5.24222	6.308565	Similar to SPAC139.03 Uncharacterized transcriptional regulatory protein C139.03 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_08870	unitig_105	53308	54030	+	5.002605	3.312386	0.851776	Protein of unknown function
HWER_08887	unitig_105	128761	130287	-	246.5245	221.612	134.705	Similar to SPCC70.03c Probable proline dehydrogenase, mitochondrial (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_10075	unitig_106	10134	11628	+	1.8334088E-009	0.088734	0.10397675	Similar to dapA 4-hydroxy-tetrahydrodipicolinate synthase (Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938))
HWER_10092	unitig_106	54267	55232	+	1.5678325	1.369349	0.4661085	Protein of unknown function
HWER_10104	unitig_106	92418	94700	-	7.74849	237.456295	393.466	Similar to STL1 Sugar transporter STL1 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))
HWER_08092	unitig_107	2710	3276	-	0	0.02606565	0.09208965	Protein of unknown function
HWER_08097	unitig_107	18400	19166	+	0.12814525	0.13579175	0.326063	Protein of unknown function
HWER_08105	unitig_107	36471	40384	+	3.06978	4.001895	4.61181	Similar to TBC1D5 TBC1 domain family member 5 (Homo sapiens)
HWER_08115	unitig_107	69462	70304	-	4.84108215	0.0157073981	3.9085E-007	Similar to trpt1 tRNA 2'-phosphotransferase 1 (Danio rerio)
HWER_08124	unitig_107	99481	100730	+	144.012	89.2416	38.7381	Similar to SPBC211.05 Uncharacterized protein C211.05 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_08131	unitig_107	120285	123044	-	17.0976	16.7218	16.2529	Protein of unknown function
HWER_08138	unitig_107	144504	146236	-	2.08493	6.98094	12.22195	Similar to nst1 Stress response protein nst1 (Aspergillus niger (strain CBS 513.88 / FGSC A1513))
HWER_08142	unitig_107	154886	155705	+	1.2445475	1.0868375	1.126567	Similar to wA Conidial yellow pigment biosynthesis polyketide synthase (Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139))
HWER_10354	unitig_108	41784	43611	+	2.0107	1.3984	1.477035	Similar to TPO4 Polyamine transporter 4 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))
HWER_10364	unitig_108	80247	81761	+	0.7479735	0.3342695	0.298551	Similar to Acel_0614 Endoglucanase E1 (Acidothermus cellulolyticus (strain ATCC 43068 / 11B))
HWER_10368	unitig_108	90840	92153	+	12.8373	76.7119	121.758	Protein of unknown function
HWER_10369	unitig_108	92559	96376	-	5.524325	7.48687	8.59505	Similar to fic1 Ingression protein fic1 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_10371	unitig_108	99400	101017	-	4.507725	3.715565	4.177505	Similar to XRCC2 DNA repair protein XRCC2 (Homo sapiens)
HWER_10373	unitig_108	101347	102324	-	8.40577E-007	0.3472730832	0.6214205	Similar to taf8 Transcription initiation factor TFIID subunit 8 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_06775	unitig_109	14326	16515	+	3.16972	3.611005	4.24012	Similar to Ace Acetylcholinesterase (Anopheles gambiae)
HWER_06781	unitig_109	29830	30656	+	4.62933	3.2422015	0.806196	Protein of unknown function
HWER_06783	unitig_109	32786	34480	+	9.08895	10.98005	11.02685	Similar to MSS116 ATP-dependent RNA helicase MSS116, mitochondrial (Phaeosphaeria nodorum (strain SN15 / ATCC MYA-4574 / FGSC 10173))
HWER_06787	unitig_109	40120	43390	-	3.2849035E-007	0.4346237894	0.8021095	Similar to CYB2 Cytochrome b2, mitochondrial (Hansenula anomala)
HWER_06789	unitig_109	44071	45921	+	1.028517	0.3272575	0.209278	Similar to SPAC1002.16c Uncharacterized transporter C1002.16c (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_06796	unitig_109	67922	69322	+	112.67015	102.9626	67.31555	Similar to CPA1 Carbamoyl-phosphate synthase arginine-specific small chain (Phaeosphaeria nodorum (strain SN15 / ATCC MYA-4574 / FGSC 10173))
HWER_01779	unitig_11	311	2458	-	1.0950735	5.779975	10.17064	Similar to TMF1 TATA element modulatory factor (Homo sapiens)
HWER_01802	unitig_11	71607	73302	-	1.567475	1.387145	1.414215	Similar to phacA Phenylacetate 2-hydroxylase (Emericella nidulans)
HWER_01821	unitig_11	116157	117416	-	0.7971255	4.1652105	7.25839	Similar to STAUR_4299 Putative epoxide hydrolase (Stigmatella aurantiaca (strain DW4/3-1))
HWER_01826	unitig_11	126925	128663	+	0.6907345	2.1650565	3.256335	Similar to amt1 Ammonium transporter 1 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_01828	unitig_11	130516	132441	-	2.35031	10.720575	17.8263	Similar to PLA2G7 Platelet-activating factor acetylhydrolase (Gallus gallus)
HWER_01836	unitig_11	150105	150941	-	4.377105	3.840555	2.180225	Protein of unknown function
HWER_01842	unitig_11	166624	168465	+	10.918765	9.03981	9.12707	Similar to SPBC543.05c Putative transporter C543.05c (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_01876	unitig_11	264363	266879	+	2.63165	5.29946	8.15133	Similar to uaY Positive regulator of purine utilization (Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139))
HWER_01890	unitig_11	298093	299298	+	3.461945	2.557325	1.616375	Protein of unknown function
HWER_01895	unitig_11	307514	309709	+	1.296635	1.22333	1.1485915	Similar to POLL DNA polymerase lambda (Homo sapiens)
HWER_01908	unitig_11	344508	346345	+	3.457835	9.0953	13.29435	Similar to SPBC8E4.03 Putative agmatinase 2 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_08245	unitig_110	12807	14289	-	0.55392	0.53647185	0.04915965	Similar to rgxC Putative galacturan 1,4-alpha-galacturonidase C (Aspergillus niger (strain CBS 513.88 / FGSC A1513))
HWER_08252	unitig_110	29950	31635	-	12.78775	23.17105	33.06355	Similar to Cyp4v2 Cytochrome P450 4V2 (Mus musculus)
HWER_08278	unitig_110	102023	103388	+	1.340615	1.319395	1.396265	Protein of unknown function
HWER_08280	unitig_110	106515	108710	+	37.1102	63.2385	82.71475	Similar to sup35 Eukaryotic peptide chain release factor GTP-binding subunit (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_08282	unitig_110	111855	113121	+	1.2264255	3.04004	4.285795	Similar to abh1 Alpha-ketoglutarate-dependent dioxygenase abh1 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_07858	unitig_111	70728	72657	-	9.93134	5.0563845	1.1628495	Protein of unknown function
HWER_07862	unitig_111	79438	80298	-	60.43675	56.49565	44.4115	Similar to ssb2 Replication factor A protein 2 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_07866	unitig_111	86921	87469	-	0.210434	0.3746655	0.294177	Protein of unknown function
HWER_07867	unitig_111	88696	89694	+	25.69455	35.03415	39.3106	Similar to ZTA1 Probable quinone oxidoreductase (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))
HWER_07868	unitig_111	92465	93468	+	24.1834	19.335065	8.608725	Similar to SUGCT Succinate--hydroxymethylglutarate CoA-transferase (Homo sapiens)
HWER_07887	unitig_111	143832	145606	+	86.07965	46.15346	8.02768	Similar to bacC Bacilysin biosynthesis oxidoreductase BacC (Bacillus subtilis (strain 168))
HWER_09621	unitig_112	41507	42328	-	5.98915E-010	2.8620415E-009	3.46053E-009	Similar to galD Probable galactose dehydrogenase GalD (Rhizobium meliloti (strain 1021))
HWER_09623	unitig_112	47093	48262	-	0.3234675	0.963992	1.58271	Similar to BACOVA_02654 Non-reducing end alpha-L-arabinofuranosidase BoGH43A (Bacteroides ovatus (strain ATCC 8483 / DSM 1896 / JCM 5824 / NCTC 11153))
HWER_09629	unitig_112	65795	67626	+	7.37943	9.34488	11.6916	Protein of unknown function
HWER_09633	unitig_112	78748	79791	-	14.81785	22.87485	28.6996	Similar to sed5 Integral membrane protein sed5 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_09635	unitig_112	92481	95833	+	23.9283	33.60585	43.01945	Similar to sec21 Probable coatomer subunit gamma (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_09639	unitig_112	107026	108669	-	1.31533	16.304905	28.85385	Similar to phr Deoxyribodipyrimidine photo-lyase (Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987))
HWER_09641	unitig_112	113280	115244	+	81.75675	56.34995	36.74235	Protein of unknown function
HWER_09844	unitig_113	18108	19322	+	0	0.243197	0.468824	Similar to gnl Gluconolactonase (Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4))
HWER_09847	unitig_113	26244	27587	-	2.093485E-007	0.0001747132	0.0001758658	Similar to YJL213W Uncharacterized protein YJL213W (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))
HWER_09851	unitig_113	35718	38516	-	4.116655	4.38748	3.8698	Protein of unknown function
HWER_09852	unitig_113	40719	42148	-	307.696	223.317	150.121	Similar to B1O14.280 NADH-ubiquinone oxidoreductase 20.8 kDa subunit (Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987))
HWER_09853	unitig_113	42380	43828	+	21.11045	23.39905	20.95425	Similar to nup44 Nucleoporin nup44 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_09865	unitig_113	75227	79330	-	7.74454	11.503525	15.18325	Similar to NEO1 Probable phospholipid-transporting ATPase NEO1 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))
HWER_09867	unitig_113	84828	86879	+	10.59769	10.275545	10.616445	Similar to SEC16 COPII coat assembly protein SEC16 (Chaetomium globosum (strain ATCC 6205 / CBS 148.51 / DSM 1962 / NBRC 6347 / NRRL 1970))
HWER_09868	unitig_113	88038	91196	+	3.275905	4.78072	5.19723	Similar to YAT1 Putative mitochondrial carnitine O-acetyltransferase (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))
HWER_09872	unitig_113	102285	103151	+	54.69585	40.6405	26.169	Protein of unknown function
HWER_08902	unitig_114	33692	35707	-	2.900195	3.788205	4.99191	Similar to vbs Versicolorin B synthase (Aspergillus parasiticus)
HWER_08903	unitig_114	36745	38364	-	4.15114	18.8906	30.35105	Similar to STF2 ATPase-stabilizing factor 15 kDa protein (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))
HWER_08912	unitig_114	61138	61710	+	52.11745	47.1637	46.0575	Similar to UPS2 Protein UPS2, mitochondrial (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))
HWER_08917	unitig_114	81870	83390	+	2.173665	1.482535	1.34849	Similar to cf60 Counting factor 60 (Dictyostelium discoideum)
HWER_08918	unitig_114	84028	87264	+	94.7414	71.58235	52.1597	Similar to cki1 Casein kinase I homolog 1 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_08921	unitig_114	92304	93443	+	16.8523	27.25865	30.6101	Similar to HEM2 Delta-aminolevulinic acid dehydratase (Candida glabrata (strain ATCC 2001 / CBS 138 / JCM 3761 / NBRC 0622 / NRRL Y-65))
HWER_08931	unitig_114	120341	123277	+	0.3514495	0.659538	0.9657755	Protein of unknown function
HWER_07462	unitig_115	16047	19295	+	114.2086	66.55245	43.28305	Similar to CGA1 Guanine nucleotide-binding protein subunit alpha (Cochliobolus heterostrophus (strain C4 / ATCC 48331 / race T))
HWER_07468	unitig_115	35315	37510	-	84.09615	94.64025	109.8405	Protein of unknown function
HWER_07470	unitig_115	43008	45119	-	34.6123	74.9427	106.693	Similar to MOD-E Heat shock protein 90 homolog (Podospora anserina)
