#GENEID	CHROM	START	END	STRAND	RPKM0	RPKM10	RPKM20	GENEDESC
HWER_00142	unitig_0	427758	429317	-	41.7858	39.861	38.0101	Similar to LETM1 LETM1 and EF-hand domain-containing protein 1, mitochondrial (Gallus gallus)
HWER_00152	unitig_0	450230	451957	+	29.45795	24.64845	22.00285	Protein of unknown function
HWER_00161	unitig_0	473192	478780	-	1.72791	1.99455	2.551825	Similar to Iridoid synthase (Catharanthus roseus)
HWER_00166	unitig_0	484471	485898	+	18.27375	13.46856	9.621435	Similar to SPBC25H2.15 Probable 20S rRNA accumulation protein 4 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_00167	unitig_0	490654	492113	+	74.12575	52.8886	36.5869	Protein of unknown function
HWER_00169	unitig_0	495050	496999	+	3.465455	5.203575	7.168405	Protein of unknown function
HWER_00200	unitig_0	594057	601624	+	37.52155	28.8494	22.45595	Similar to vts1 Protein vts1 (Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139))
HWER_00205	unitig_0	610474	611304	-	1.40257	0.893961	0.2082445	Protein of unknown function
HWER_00209	unitig_0	621785	623728	-	26.3075	37.4961	41.7685	Similar to pps1 CDP-diacylglycerol--serine O-phosphatidyltransferase (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_00210	unitig_0	623941	626053	+	18.28455	29.47525	38.01145	Similar to rny1 Ribonuclease T2-like (Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100))
HWER_00217	unitig_0	654739	656456	-	54.6624	44.2016	42.32905	Similar to crf1 Probable glycosidase crf1 (Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100))
HWER_00224	unitig_0	679401	680900	+	82.92775	55.4656	32.3422	Similar to asf1 Histone chaperone asf1 (Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139))
HWER_00225	unitig_0	680881	682499	-	162.1355	114.0415	85.9566	Similar to SNOG_15727 Eukaryotic translation initiation factor 3 subunit K (Phaeosphaeria nodorum (strain SN15 / ATCC MYA-4574 / FGSC 10173))
HWER_00233	unitig_0	701071	702485	-	10.17564	5.508	1.44404	Similar to KBTBD4 Kelch repeat and BTB domain-containing protein 4 (Pongo abelii)
HWER_00237	unitig_0	711939	714004	+	108.0688	73.8035	52.23445	Protein of unknown function
HWER_00238	unitig_0	714529	717504	-	0.502559	0.8493485	1.335825	Similar to ago1 Protein argonaute (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_00240	unitig_0	721643	722227	+	0.857773892	1.0163805	0.366655	Protein of unknown function
HWER_00241	unitig_0	723278	726054	+	25.3343	19.1191	14.19565	Similar to rbd2 Rhomboid protein 2 (Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100))
HWER_00248	unitig_0	746529	748130	-	0.9890905	6.2829355	10.71141	Protein of unknown function
HWER_00260	unitig_0	775916	777713	-	9.39027	12.51539	5.566545	Similar to ESBP6 Uncharacterized transporter ESBP6 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))
HWER_00261	unitig_0	777953	779615	+	2.63889	2.439305	1.87195	Similar to ARD D-arabinitol 2-dehydrogenase [ribulose-forming] (Candida tropicalis)
HWER_00263	unitig_0	779765	782671	-	11.689	13.4513	15.4823	Similar to CHT Cyanide hydratase (Gloeocercospora sorghi)
HWER_00264	unitig_0	783075	784243	-	2.0445	2.00149	1.144045	Protein of unknown function
HWER_00265	unitig_0	784283	785291	-	0.868834	0.468691	0.5613485	Protein of unknown function
HWER_00269	unitig_1	11299	14878	-	2.417485	4.93043	6.485295	Similar to AN7799 Uncharacterized oxidoreductase AN7799 (Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139))
HWER_00277	unitig_1	43161	44806	-	0.4954365	0.5041095	0.6884665	Similar to SPBC1683.12 Uncharacterized transporter C1683.12 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_00279	unitig_1	46608	47678	-	0.9429975	0.878776	0.7209405	Similar to SPCC4F11.04c Inositol phosphoceramide mannosyltransferase 2 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_00280	unitig_1	48422	49754	-	40.2142	27.8831	14.12225	Protein of unknown function
HWER_00281	unitig_1	49976	51905	+	6.94969	5.635935	4.79996	Similar to rgxB Alpha-L-rhamnosidase rgxB (Aspergillus niger (strain CBS 513.88 / FGSC A1513))
HWER_00283	unitig_1	55524	59226	-	2.055845	8.07108	13.28135	Protein of unknown function
HWER_00297	unitig_1	100589	101793	+	15.9072	9.73208	2.987765	Similar to SPCC1494.01 UPF0676 protein C1494.01 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_00304	unitig_1	123880	125176	-	5.793875	4.167915	5.202425	Similar to Spherulin-1A (Physarum polycephalum)
HWER_00309	unitig_1	137971	141840	+	21.0539	19.7409	18.8086	Similar to gap1 GTPase-activating protein (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_00310	unitig_1	141877	143011	+	49.6422	30.56425	13.21315	Protein of unknown function
HWER_00321	unitig_1	174192	176666	-	15.17745	18.6466	24.02505	Similar to SPAC5H10.03 Probable phosphatase SPAC5H10.03 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_00323	unitig_1	177171	180634	-	12.2373	16.62705	20.8094	Similar to PMR1 Calcium-transporting ATPase 1 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))
HWER_00326	unitig_1	186375	189430	-	8.32922	9.154735	9.7127	Similar to FRQ Frequency clock protein (Leptosphaeria australiensis)
HWER_00328	unitig_1	193588	194694	-	5.254185	9.744995	13.2815	Similar to ppm1 Leucine carboxyl methyltransferase 1 (Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100))
HWER_00332	unitig_1	203031	210948	+	9.241825	7.481435	5.56219	Similar to mak2 Peroxide stress-activated histidine kinase mak2 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_00347	unitig_1	251341	254647	+	4.189515	9.831045	15.26995	Similar to SPBC25H2.03 Protein VAC14 homolog (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_00352	unitig_1	273610	275177	+	29.2851	26.54615	28.5734	Protein of unknown function
HWER_00355	unitig_1	277974	280122	+	15.3118	13.8991	14.00215	Protein of unknown function
HWER_00362	unitig_1	297675	300187	-	15.4749	18.3893	21.24	Protein of unknown function
HWER_00370	unitig_1	330466	332691	-	4.97493	9.95363	15.69125	Similar to CYP52A12 Cytochrome P450 52A12 (Debaryomyces hansenii)
HWER_00377	unitig_1	348375	352456	+	20.13	12.54325	4.461455	Protein of unknown function
HWER_00384	unitig_1	385498	388822	-	9.21027	9.37071	9.211145	Similar to csk1 Serine/threonine-protein kinase csk1 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_00386	unitig_1	390612	391503	+	52.26275	79.7793	111.0125	Similar to Nedd8 NEDD8 (Drosophila melanogaster)
HWER_00388	unitig_1	396320	400088	+	35.8683	25.6624	17.3827	Similar to erv1 Mitochondrial FAD-linked sulfhydryl oxidase erv1 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_00390	unitig_1	400735	402657	+	0.264749	0.175037	0.2655305	Similar to SPBC15C4.04c Uncharacterized amino-acid permease C15C4.04c (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_00391	unitig_1	404335	406227	-	40.4878	36.7973	36.3566	Similar to erd2 ER lumen protein-retaining receptor (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_00408	unitig_1	462386	465951	+	8.987105	8.42062	8.2065	Protein of unknown function
HWER_00417	unitig_1	488096	492289	-	2.171085	5.030875	7.43364	Similar to atg26 Sterol 3-beta-glucosyltransferase (Aspergillus terreus (strain NIH 2624 / FGSC A1156))
HWER_00448	unitig_1	610901	618371	-	12.08645	10.58297	9.165285	Similar to Adenylate cyclase (Podospora anserina)
HWER_00456	unitig_1	643303	644321	+	142.485	82.246	54.7361	Similar to MRPL19 54S ribosomal protein L19, mitochondrial (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))
HWER_00457	unitig_1	644471	644986	+	0.0891425	0.271268	0.4618805	Protein of unknown function
HWER_00458	unitig_1	645500	646735	-	0.8420445	0.499168	0.16743	Protein of unknown function
HWER_00484	unitig_1	709344	711900	-	10.40726	13.35935	14.9675	Similar to atm1 Iron-sulfur clusters transporter atm1, mitochondrial (Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100))
HWER_00485	unitig_1	712095	714019	+	33.0819	28.4888	22.04465	Similar to aim24 Altered inheritance of mitochondria protein 24, mitochondrial (Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139))
HWER_01558	unitig_10	70411	71971	+	68.7113	48.2621	23.39415	Similar to SFH5 Phosphatidylinositol transfer protein SFH5 (Phaeosphaeria nodorum (strain SN15 / ATCC MYA-4574 / FGSC 10173))
HWER_01564	unitig_10	83841	86300	-	11.9246	23.62375	34.7519	Similar to ATG15 Putative lipase ATG15 (Passalora fulva)
HWER_01580	unitig_10	131303	131986	+	0.796399	0.583958	0.5731505	Similar to egl5 Endoglucanase-5 (Hypocrea jecorina)
HWER_01581	unitig_10	132284	135372	-	33.62165	16.747455	10.414255	Protein of unknown function
HWER_01582	unitig_10	135580	138184	-	76.8641	43.8909	23.2529	Similar to rho2 GTP-binding protein rho2 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_01591	unitig_10	166289	169900	-	14.4604	14.5093	14.15605	Similar to AP2A2 AP-2 complex subunit alpha-2 (Bos taurus)
HWER_01593	unitig_10	171172	171762	-	209.293	178.783	132.0555	Similar to AN7484 Uncharacterized protein AN7484 (Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139))
HWER_01598	unitig_10	191176	192306	-	16.5714	12.6557	11.7098	Similar to SPAC22E12.18 Uncharacterized protein C22E12.18 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_01602	unitig_10	201410	205414	-	2.54644	4.56909	6.91052	Protein of unknown function
HWER_01610	unitig_10	231139	236646	+	6.14976	14.01529	19.4266	Similar to imp2 Septation protein imp2 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_01613	unitig_10	240668	245139	-	58.63635	59.7653	66.24365	Similar to Cyp17a1 Steroid 17-alpha-hydroxylase/17,20 lyase (Rattus norvegicus)
HWER_01622	unitig_10	268950	273492	-	16.5036	13.43015	11.8758	Similar to STL1 Sugar transporter STL1 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))
HWER_01624	unitig_10	273675	275992	+	8.05796	6.48963	4.781085	Similar to ast1 Asteroid homolog 1 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_01625	unitig_10	276102	278503	-	4.36374	5.70272	6.575185	Similar to SPAC7D4.05 Putative uncharacterized hydrolase C7D4.05 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_01639	unitig_10	312129	314234	-	86.76775	68.1467	49.8661	Similar to AGM1 Phosphoacetylglucosamine mutase (Candida albicans)
HWER_01640	unitig_10	314399	315516	+	84.9953	52.8751	36.63845	Protein of unknown function
HWER_01643	unitig_10	337488	340844	-	72.8653	53.7577	25.81945	Similar to mmgB Probable 3-hydroxybutyryl-CoA dehydrogenase (Bacillus subtilis (strain 168))
HWER_01644	unitig_10	337778	339313	+	5.482755E-007	0.0563234161	0.0761375	Similar to pvdA L-ornithine 5-monooxygenase (Burkholderia cepacia)
HWER_15642	unitig_100	13061	15956	-	11.3778	18.04055	23.03165	Similar to vtc4 Vacuolar transporter chaperone 4 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_08402	unitig_101	13795	14721	-	0	0.0582675	0.1322075	Protein of unknown function
HWER_08419	unitig_101	61723	63218	+	1024.2195	862.641	741.2155	Similar to rps-5 40S ribosomal protein S5 (Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987))
HWER_08420	unitig_101	63219	71098	-	4.63909	7.008945	9.7581	Similar to TRZ1 Ribonuclease Z (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))
HWER_08442	unitig_101	115417	117364	-	8.14014	5.367855	4.09594	Similar to YKL047W Uncharacterized protein YKL047W (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))
HWER_08443	unitig_101	117547	120376	+	1.826185	2.72995	3.39409	Similar to xlnD Probable exo-1,4-beta-xylosidase xlnD (Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163))
HWER_08447	unitig_101	133336	135144	-	7.68497	12.75307	17.29565	Similar to cgs2 3',5'-cyclic-nucleotide phosphodiesterase (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_08450	unitig_101	144289	148351	+	7.637405	12.74529	17.29525	Similar to Mocs1 Molybdenum cofactor biosynthesis protein 1 (Mus musculus)
HWER_08451	unitig_101	150262	150480	+	36.01625	20.716415	2.106155	Similar to qutD Probable quinate permease (Aspergillus oryzae (strain ATCC 42149 / RIB 40))
HWER_09879	unitig_102	4558	6183	-	12.1664	29.21905	41.4221	Similar to NAM9 37S ribosomal protein NAM9, mitochondrial (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))
HWER_09891	unitig_102	43448	47112	-	5.80568	2.72283	1.438625	Protein of unknown function
HWER_09902	unitig_102	80393	82838	+	213.714	143.45925	77.81685	Protein of unknown function
HWER_09913	unitig_102	110609	113906	-	8.84526	7.35231	6.39669	Similar to YJL206C Putative transcriptional regulatory protein YJL206C (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))
HWER_11129	unitig_103	4040	7008	-	2.59753	2.63366	3.691455	Protein of unknown function
HWER_11134	unitig_103	20082	22841	+	49.18645	53.17715	56.51715	Similar to gad8 Serine/threonine-protein kinase gad8 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_11135	unitig_103	23310	25418	+	115.7185	160.3715	190.8505	Similar to pgiA Glucose-6-phosphate isomerase (Aspergillus oryzae (strain ATCC 42149 / RIB 40))
HWER_11138	unitig_103	31890	35648	+	5.3226	3.383825	1.65789	Protein of unknown function
HWER_11140	unitig_103	36680	38824	-	14.62195	8.80701	5.433775	Similar to ERG28 Ergosterol biosynthetic protein 28 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))
HWER_11141	unitig_103	39023	40530	+	62.197	46.5237	34.63145	Similar to SNOG_13627 Very-long-chain 3-oxoacyl-CoA reductase (Phaeosphaeria nodorum (strain SN15 / ATCC MYA-4574 / FGSC 10173))
HWER_11143	unitig_103	43208	43717	+	0.073039	0.1126421	0.1144606	Protein of unknown function
HWER_11151	unitig_103	67979	68805	+	333.549	181.602	81.10385	Similar to sme1 Small nuclear ribonucleoprotein E (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_11158	unitig_103	80073	81885	-	13.05126	46.17685	78.197	Similar to dak1 Dihydroxyacetone kinase 1 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_11162	unitig_103	92667	94833	-	0.20646195	0.36231795	0.662999	Similar to STL1 Sugar transporter STL1 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))
HWER_11164	unitig_103	97462	100001	+	0.568027	1.131702	1.864485	Similar to DAS1 Dihydroxyacetone synthase (Candida boidinii)
HWER_06393	unitig_104	46975	49599	-	6.604775	5.36165	3.79338	Similar to Dml 2,3-dimethylmalate lyase (Eubacterium barkeri)
HWER_06397	unitig_104	57024	60347	+	6.49668	5.624355	4.281085	Similar to SPCC757.04 Uncharacterized transcriptional regulatory protein C757.04 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_06401	unitig_104	67371	71684	+	38.2207	42.1576	46.38255	Protein of unknown function
HWER_06403	unitig_104	74232	76810	+	22.206	25.22765	27.4334	Similar to nsp1 Nucleoporin nsp1 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_06407	unitig_104	88061	90074	-	0.06899735	0.429896	0.7471295	Protein of unknown function
HWER_06410	unitig_104	95733	97898	-	161.354	148.46	102.1382	Similar to B18P24.060 Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial (Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987))
HWER_06411	unitig_104	98052	100023	+	541.7335	465.467	353.9995	Similar to pep Mitochondrial-processing peptidase subunit beta (Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987))
HWER_06415	unitig_104	112353	114818	-	30.2708	22.6831	19.97175	Similar to SPAC23H3.04 UPF0658 Golgi apparatus membrane protein C23H3.04 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_06419	unitig_104	122348	123523	+	5.45857	3.286048	0.835433	Protein of unknown function
HWER_06420	unitig_104	123583	124909	-	1.12768	0.55594	0.0221645	Similar to wis4 MAP kinase kinase kinase wis4 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_06432	unitig_104	153932	155902	+	0.3193945	0.423465	0.6324045	Similar to Glucose oxidase (Penicillium amagasakiense)
HWER_06447	unitig_104	182234	186109	+	7.30494	26.291655	44.80515	Similar to czcO Uncharacterized oxidoreductase CzcO (Bacillus amyloliquefaciens subsp. plantarum (strain DSM 23117 / BGSC 10A6 / FZB42))
HWER_08858	unitig_105	8900	12328	-	1.68296	1.6911	1.66525	Similar to SPAC1F7.11c Uncharacterized transcriptional regulatory protein C1F7.11c (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_08866	unitig_105	40816	41794	-	1.780325	1.0480565	0.9454955	Protein of unknown function
HWER_08871	unitig_105	54805	57224	+	126.7925	73.4874	34.6356	Protein of unknown function
HWER_08876	unitig_105	73659	76313	+	2.77003	6.15765	8.9886	Protein of unknown function
HWER_08881	unitig_105	94628	96580	+	2.10225	6.266535	9.5992	Similar to phr Deoxyribodipyrimidine photo-lyase (Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987))
HWER_08883	unitig_105	103206	110690	-	7.954825	8.84434	9.55981	Similar to Prpf8 Pre-mRNA-processing-splicing factor 8 (Mus musculus)
HWER_10080	unitig_106	23365	27395	-	23.4076	34.39745	46.6941	Similar to moc3 Transcriptional regulatory protein moc3 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_10084	unitig_106	33135	34087	-	216.031	121.2713	20.25365	Similar to RRP1B Ribosomal RNA processing protein 1 homolog B (Homo sapiens)
HWER_10087	unitig_106	37318	39070	+	36.4896	49.97105	61.60485	Similar to UM10205 Small glutamine-rich tetratricopeptide repeat-containing protein 2 (Ustilago maydis (strain 521 / FGSC 9021))
HWER_10091	unitig_106	51558	53490	+	44.8842	31.2968	17.39525	Similar to ckb-2 Casein kinase II subunit beta-2 (Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987))
HWER_10095	unitig_106	62881	63018	+	0	0	0	Protein of unknown function
HWER_10108	unitig_106	111267	113921	+	0.609952	9.8345975	19.2111	Similar to pmc1 Calcium-transporting ATPase 2 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_08091	unitig_107	141	1819	-	1067.945	868.3275	698.929	Similar to rps3 40S ribosomal protein S3 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_08101	unitig_107	26929	29228	-	72.2704	55.63095	52.05885	Protein of unknown function
HWER_08104	unitig_107	33916	36036	-	5.22707	28.93023	47.8475	Similar to PF13_0198 Reticulocyte-binding protein 2 homolog a (Plasmodium falciparum (isolate 3D7))
HWER_08108	unitig_107	45238	48043	-	66.31395	71.87045	79.3015	Similar to pacC pH-response transcription factor pacC/RIM101 (Aspergillus oryzae (strain ATCC 42149 / RIB 40))
HWER_08109	unitig_107	49083	52628	-	20.8811	17.62175	15.0685	Similar to grrA SCF E3 ubiquitin ligase complex F-box protein grrA (Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139))
HWER_08116	unitig_107	72094	76039	+	6.79437	8.995975	11.41065	Similar to ASG1 Activator of stress genes 1 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))
HWER_08117	unitig_107	76323	79858	-	13.1705	14.07215	13.7194	Similar to sec39 Protein transport protein sec39 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_08122	unitig_107	92890	94017	-	9.851385	7.55683	1.342545	Similar to ycaC Uncharacterized protein YcaC (Escherichia coli (strain K12))
HWER_08134	unitig_107	131237	133212	+	27.1232	24.96725	21.35305	Similar to SPBC530.09c Putative mannose 6-phosphate receptor-like protein C530.09c (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_08137	unitig_107	141653	142663	-	2.719795	2.77796	3.977445	Similar to NMRAL1 NmrA-like family domain-containing protein 1 (Bos taurus)
HWER_08139	unitig_107	147304	148638	+	12.17535	20.2009	31.99	Similar to sodA Superoxide dismutase [Mn] (Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720))
HWER_10350	unitig_108	25925	28487	-	0.639106	0.8347465	0.7968115	Similar to byr3 Cellular nucleic acid-binding protein homolog (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_10351	unitig_108	29665	37324	-	12.67825	7.77275	4.7204	Similar to pld1 Phospholipase D1 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_10362	unitig_108	74065	77453	-	7.018385	7.02621	5.397445	Similar to MKK9 Mitogen-activated protein kinase kinase 9 (Arabidopsis thaliana)
HWER_10365	unitig_108	81824	84181	-	67.8777	48.57665	31.2702	Similar to OPY2 Protein OPY2 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))
HWER_10372	unitig_108	100552	102515	+	48.9995	33.845	25.3984	Protein of unknown function
HWER_06771	unitig_109	8	917	-	17.8216	8.688695	5.137795	Similar to YPR153W Uncharacterized protein YPR153W (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))
HWER_06786	unitig_109	37202	41421	+	4.704225	5.385585	6.476095	Similar to klf1 Zinc finger protein klf1 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_06795	unitig_109	64789	66192	+	1.926835	3.836775	4.71961	Protein of unknown function
HWER_06804	unitig_109	103287	107266	+	20.5381	18.09815	17.45905	Similar to ITC1 Imitation switch two complex protein 1 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))
HWER_06805	unitig_109	107324	109006	-	18.16725	16.3418	14.94895	Similar to sgf73 SAGA-associated factor 73 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_06808	unitig_109	122620	124225	-	21.48985	14.466825	7.79665	Similar to mam4 Protein-S-isoprenylcysteine O-methyltransferase (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_06812	unitig_109	129630	133339	+	9.05247	11.34034	15.04	Similar to MT2525 Putative trans-acting enoyl reductase MT2525 (Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh))
HWER_06816	unitig_109	139676	141419	-	0.5182135	0.505643	0.629171	Similar to AN10074 Putative acyl-coenzyme A synthetase (Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139))
HWER_06820	unitig_109	147796	149452	-	7.731905	6.480645	5.719325	Similar to DAO1 D-amino-acid oxidase (Trigonopsis variabilis)
HWER_06825	unitig_109	161681	163356	+	26.5489	20.3277	17.55005	Similar to YKL027W Uncharacterized protein YKL027W (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))
HWER_06827	unitig_109	164736	166521	+	1.509177	1.645525	0.973113	Protein of unknown function
HWER_01780	unitig_11	3508	4906	-	2.894615	7.144625	9.805535	Similar to PRDM9 Histone-lysine N-methyltransferase PRDM9 (Homo sapiens)
HWER_01781	unitig_11	5587	6619	+	30.77525	31.211	31.5375	Protein of unknown function
HWER_01787	unitig_11	21360	21746	-	23.23905	10.1294001995	2.335677E-007	Protein of unknown function
